"pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss"
"BRD-K16934333","MCF7","trt_cp","up",0.210589858064916,0.157560361532301,0.275684141426934,0.801687495016817,-0.859410079381289,629,107,NA,NA,"54646617"
"tolazoline","VCAP","trt_cp","down",-0.215515784262975,0.133358826453085,0.241923113270358,-0.801680518674784,0.794338238049668,629,107,"ADRA1A; ADRA2B; ADRA2C; HRH1; HRH2","Adrenergic receptor antagonist","5504"
"BRD-K23935793","A549","trt_cp","down",-0.218543414011541,0.119505026143938,0.221906864175152,-0.801601200639617,0.0169275011578724,629,107,NA,NA,"663459"
"BRD-K47533918","HUH7","trt_cp","down",-0.237039125805771,0.0532625383566355,0.118019923467577,-0.801586568449223,1.01292705829417,629,107,NA,NA,"54654288"
"RAN-30","NPC","trt_cp","down",-0.211352518211183,0.157560361532301,0.275684141426934,-0.801579679365363,-0.847127033972742,629,107,NA,NA,"345945"
"YL-58","PC3","trt_cp","down",-0.22455321645259,0.0939448009114856,0.183598863308026,-0.801557338559476,-0.732198922402325,629,107,NA,NA,"NotFound"
"GW-405833","HCC515","trt_cp","up",0.210490993415613,0.162510391666666,0.282591477199685,0.80154739932661,-0.688263449213308,629,107,"CNR2","Cannabinoid receptor agonist","9911463"
"BRD-K57238941","A375","trt_cp","down",-0.217265879068894,0.128673606208937,0.235150286194691,-0.801538281883367,-0.801737871104347,629,107,NA,NA,"44142090"
"PK-11195","SKB","trt_cp","up",0.20608189393914,0.182443918074043,0.309284470065688,0.801530505019217,0.708692620320498,629,107,"NR1I2; NR1I3; TSPO","Benzodiazepine receptor antagonist","1345"
"BRD-K54159704","VCAP","trt_cp","down",-0.215461405904059,0.138118354484833,0.24861412003858,-0.801478240817832,0.586833927805677,629,107,NA,NA,"24031038"
"BRD-A32214171","A549","trt_cp","up",0.210664987657803,0.157560361532301,0.275684141426934,0.80143102227695,0.552987405371095,629,107,NA,NA,"4124546"
"proadifen","HA1E","trt_cp","down",-0.220817282231472,0.110622188353248,0.208761222403164,-0.801418880233179,-0.614431461005075,629,107,"NOS1","Nitric oxide synthase inhibitor","4910"
"KU-C104132","PC3","trt_cp","down",-0.224513313972511,0.0939448009114856,0.183598863308026,-0.801414904056691,0.00934945481678475,629,107,NA,NA,"44602405"
"galantamine","MCF7","trt_cp","up",0.210515801107354,0.157560361532301,0.275684141426934,0.801405570059262,0.805028918617672,629,107,"ACHE; BCHE; CHRNA1; CHRNA10; CHRNA2; CHRNA3; CHRNA4; CHRNA5; CHRNA6; CHRNA7; CHRNA9; CHRNB1; CHRNB2; CHRNB3; CHRNB4; CHRND; CHRNE; CHRNG","Acetylcholinesterase inhibitor","9651"
"BRD-K19436903","MCF7","trt_cp","down",-0.218650481821284,0.119505026143938,0.221906864175152,-0.801405044095478,1.09769645301048,629,107,NA,NA,"60191224"
"cyclo-[Arg-Gly-Asp-D-Phe-Val]","NPC","trt_cp","up",0.210737123882732,0.157560361532301,0.275684141426934,0.801395975076426,-0.803724799524283,629,107,"ITGAV; ITGB3",NA,"NotFound"
"alvespimycin","MCF7","trt_cp","up",0.210509729992162,0.157560361532301,0.275684141426934,0.801382458133671,-0.873374035193579,629,107,"HSP90AA1","HSP inhibitor","73707383"
"ST-024029","SKB","trt_cp","down",-0.215488229326878,0.138118354484833,0.24861412003858,-0.801382418236123,0.842441644097085,629,107,NA,NA,"5918561"
"noreleagnine","HCC515","trt_cp","up",0.210443242642224,0.162510391666666,0.282591477199685,0.801365564904127,-0.3017846833121,629,107,"ADRA2B; ADRA2C; MAOA; MAOB","Monoamine oxidase inhibitor; Serotonin receptor agonist","107838"
"irsogladine","PC3","trt_cp","down",-0.224498106329381,0.0979692802249592,0.189745290037855,-0.801360619383574,0.725749389369618,629,107,"PDE4A","Phosphodiesterase inhibitor","5282435"
"YM-298198","HT29","trt_cp","up",0.210862918201874,0.157560361532301,0.275684141426934,0.801359452051539,0.868671156482184,629,107,"GRM1","Glutamate receptor antagonist","9819432"
"quizartinib","BT20","trt_cp","up",0.236632106571875,0.0532625383566355,0.118019923467577,0.801349435338939,0.568958099090647,629,107,"CSF1R; DDR1; FLT3; FLT4; KIT; PDGFRA; PDGFRB; RET","FLT3 inhibitor","24889392"
"BRD-K84447176","PC3","trt_cp","down",-0.224494173122646,0.0979692802249592,0.189745290037855,-0.801346579545833,-0.536902208295708,629,107,NA,NA,"54618452"
"viomycin","MCF7","trt_cp","up",0.210493175656124,0.162510391666666,0.282591477199685,0.801319437984873,0.536884023449865,629,107,NA,NA,"3037981"
"chlortetracycline","HT29","trt_cp","down",-0.225744498877652,0.0899925622582848,0.177612119009738,-0.80131452768296,0.0171528039315046,629,107,NA,"Protein synthesis inhibitor","73707519"
"BRD-A48052484","A549","trt_cp","up",0.210630451804797,0.157560361532301,0.275684141426934,0.80129963782485,-1.02660757093014,629,107,NA,NA,"2911646"
"anisomycin","NEU","trt_cp","up",0.1884308808273,0.262838438245703,0.314451408995329,0.801289700066577,0,629,107,"NHP2L1; RPL10L; RPL11; RPL13A; RPL15; RPL19; RPL23; RPL23A; RPL26L1; RPL3; RPL37; RPL8; RSL24D1; SNU13","DNA synthesis inhibitor","31549"
"BRD-K17627540","VCAP","trt_cp","up",0.208322874870041,0.172464501875189,0.296080490424603,0.801288899347324,0.801288899347324,629,107,NA,NA,"54629198"
"cardiogenol-c","NPC","trt_cp","down",-0.211266963796232,0.157560361532301,0.275684141426934,-0.801255204023953,0.0292767742763703,629,107,NA,"Cardiomyogenesis inducer","11345983"
"molsidomine","PC3","trt_cp","down",-0.224465338783939,0.0979692802249592,0.189745290037855,-0.801243653494906,1.00812108844267,629,107,"GUCY1A2; GUCY1A3","Guanylyl cyclase activator","5360788"
"BRD-K27074404","VCAP","trt_cp","up",0.208304929313375,0.172464501875189,0.296080490424603,0.801219873920528,1.07461487221631,629,107,NA,NA,"7211972"
"biochanin-a","PC3","trt_cp","up",0.214962634873858,0.138118354484833,0.24861412003858,0.801200138366994,0.937976693139827,629,107,NA,"Estrogen receptor agonist","5280373"
"BRD-K57836103","A549","trt_cp","down",-0.218428323780643,0.124057253943633,0.228604802206728,-0.801179058120764,-0.80586102703375,629,107,NA,NA,"1856447"
"BADGE","PC3","trt_cp","up",0.214946545151101,0.138118354484833,0.24861412003858,0.80114016939561,0.296421862676377,629,107,NA,NA,"6994089"
"talniflumate","VCAP","trt_cp","down",-0.215369843467171,0.138118354484833,0.24861412003858,-0.80113764478146,0.0228229253584734,629,107,"CLCA1; CLCNKA","Cyclooxygenase inhibitor","48229"
"EMF-sumo1-11","NKDBA","trt_cp","down",-0.227625540055628,0.0823824874017293,0.165593736212827,-0.801083918701685,1.03990195369642,629,107,NA,NA,"659031"
