"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.VL","adj.P.Val.VL","P.Value.VL","t.VL","B.VL","logFC.VL","Gene.title.VL","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"168","GLB1L2","213713_s_at",4.67e-11,6.16e-12,7.4,16.2341273,0.642,"galactosidase beta 1 like 2","ILMN_2144401",0.02338753,0.00387,-3.1185189,-2.20996,-0.6413636,"galactosidase beta 1 like 2","213713_s_at",2.56e-05,3.33e-06,-5.9064687,4.240238,-1.00837239,"galactosidase beta 1 like 2"
"169","GLMP","1558692_at",2.78e-23,9.31e-25,-12.1,45.4879463,-0.782,"glycosylated lysosomal membrane protein","ILMN_1698243",0.00087853,3.03e-05,-4.8691803,2.36213,-1.0856771,"glycosylated lysosomal membrane protein","1558693_s_at",4.82e-09,5.31e-11,10.7690644,15.258609,0.88723491,"glycosylated lysosomal membrane protein"
"170","GLRX3","209080_x_at",9.03e-22,3.6e-23,11.6,41.8550773,1.33,"glutaredoxin 3","ILMN_2056479",0.00241784,0.000142,4.3280797,0.88894,1.2021849,"glutaredoxin 3","230095_at",5.7e-07,3.08e-08,-7.8101764,8.918578,-0.98325044,"glutaredoxin 3"
"171","GM2A","215891_s_at",1.14e-38,6.79e-41,17.9,82.4549693,4.14,"GM2 ganglioside activator","ILMN_2221046",0.01703692,0.00247,-3.2902957,-1.79543,-0.7020782,"GM2 ganglioside activator","215890_at",0.00201,0.000579,3.9262001,-0.85557,0.97190181,"GM2 ganglioside activator"
"172","GNL1","228857_at",2.59e-07,5.27e-08,-5.7,7.3550853,-0.873,"G protein nucleolar 1 (putative)","ILMN_1789457",0.00906161,0.000985,-3.6341647,-0.93573,-0.7230667,"G protein nucleolar 1 (putative)","228857_at",4.5e-05,6.5e-06,-5.6465721,3.573981,-0.79971491,"G protein nucleolar 1 (putative)"
"173","GNRH1","207987_s_at",3.6e-07,7.46e-08,-5.63,7.0164369,-0.694,"gonadotropin releasing hormone 1","ILMN_1745991",0.03260595,0.00618,2.9351865,-2.63961,0.8296745,"gonadotropin releasing hormone 1","207987_s_at",7.36e-09,1.01e-10,-10.4438317,14.618763,-1.36106814,"gonadotropin releasing hormone 1"
"174","GOLGA4","215203_at",4.19e-11,5.49e-12,-7.42,16.3471137,-1.1,"golgin A4","ILMN_1776297",0.00021759,3.4e-06,5.6274378,4.45195,1.6565142,"golgin A4","215203_at",2.05e-06,1.54e-07,-7.1342751,7.305593,-1.7114034,"golgin A4"
"175","GPATCH2","219078_at",7.9e-11,1.07e-11,7.3,15.6881114,1.06,"G-patch domain containing 2","ILMN_1786036",0.0093507,0.00103,3.6160994,-0.98177,1.0844252,"G-patch domain containing 2","1556126_s_at",0.00166,0.000463,-4.0120794,-0.638813,-0.672285,NA
"176","GPCPD1","230492_s_at",2.56e-34,2.41e-36,16.3,72.0313105,2.72,"glycerophosphocholine phosphodiesterase 1","ILMN_1701111",0.01726474,0.00253,3.2820446,-1.81558,0.9412855,"glycerophosphocholine phosphodiesterase 1","230492_s_at",7.64e-07,4.44e-08,7.6544404,8.552153,1.22043181,"glycerophosphocholine phosphodiesterase 1"
"177","GPR87","219936_s_at",7.4e-26,1.86e-27,13.1,51.6671197,0.939,"G protein-coupled receptor 87","ILMN_1656422",0.0160151,0.00227,3.3232616,-1.71466,0.6377695,"G protein-coupled receptor 87","219936_s_at",0.000425,9.3e-05,-4.6271389,0.937055,-1.04169165,"G protein-coupled receptor 87"
"178","GPRIN2","206747_at",7.08e-07,1.52e-07,-5.48,6.3259824,-0.908,"G protein regulated inducer of neurite outgrowth 2","ILMN_1803217",0.00081036,2.7e-05,-4.9093683,2.47251,-1.1970586,"G protein regulated inducer of neurite outgrowth 2","1554541_a_at",2.98e-05,3.99e-06,-5.8358514,4.05966,-0.82555601,"G protein regulated inducer of neurite outgrowth 2"
"179","GPSM2","233058_at",3.75e-05,9.94e-06,4.56,2.2805617,0.809,"G-protein signaling modulator 2","ILMN_2139816",0.00037182,7.68e-06,5.3450385,3.67295,1.423851,"G-protein signaling modulator 2","233058_at",0.000253,5.04e-05,-4.8604325,1.540891,-0.58862468,"G-protein signaling modulator 2"
"180","GPSM3","204265_s_at",1.43e-07,2.82e-08,5.83,7.9644015,0.734,"G-protein signaling modulator 3","ILMN_1662799",0.00538712,0.000464,-3.9079257,-0.2278,-0.9445172,"G-protein signaling modulator 3","204265_s_at",2.64e-09,2.19e-11,11.2265676,16.136065,1.55734956,"G-protein signaling modulator 3"
"181","GRN","211284_s_at",2.05e-20,9.54e-22,11.1,38.5993795,1.12,"granulin","ILMN_1724250",0.0054312,0.000468,-3.9043666,-0.23711,-1.1178189,"granulin","216041_x_at",3.61e-07,1.71e-08,8.0619831,9.504227,0.79772438,"granulin"
"182","GSN","1564525_at",6.19e-08,1.17e-08,-6,8.8235271,-0.688,"gelsolin","ILMN_1801043",0.01999895,0.00309,-3.2061605,-1.99983,-0.6998708,"gelsolin","214040_s_at",0.017,0.0071,-2.9261382,-3.261936,-0.6359075,"gelsolin"
"183","GSTA3","222102_at",1.03e-20,4.61e-22,-11.2,39.3207379,-3.19,"glutathione S-transferase alpha 3","ILMN_2227817",0.01947956,0.00296,3.221582,-1.96255,0.9689269,"glutathione S-transferase alpha 3","222102_at",2.58e-06,2.05e-07,-7.0171621,7.020285,-2.33847669,"glutathione S-transferase alpha 3"
"184","GTF2H5","244294_at",4.38e-12,5.13e-13,-7.83,18.6844124,-0.885,"general transcription factor IIH subunit 5","ILMN_1739497",0.00118222,4.69e-05,4.7168161,1.94459,1.3030345,"general transcription factor IIH subunit 5","1558934_a_at",0.00255,0.000766,-3.8174572,-1.128391,-0.74953122,"general transcription factor IIH subunit 5"
"185","GTF2IRD2","228765_at",2.49e-13,2.56e-14,8.34,21.6460518,0.9,"GTF2I repeat domain containing 2","ILMN_1680501",0.0050616,0.000419,3.9441193,-0.1329,0.6768814,"GTF2I repeat domain containing 2","1557289_s_at",0.00433,0.00143,-3.5744139,-1.730306,-0.94060005,"GTF2I repeat domain containing 2"
"186","HINT3","226533_at",6.29e-08,1.19e-08,-6,8.8077859,-1.17,"histidine triad nucleotide binding protein 3","ILMN_1779076",0.02872193,0.00518,3.0054383,-2.47662,0.7118212,"histidine triad nucleotide binding protein 3","226533_at",0.000125,2.21e-05,-5.1759345,2.358529,-1.3003545,"histidine triad nucleotide binding protein 3"
"187","HIST1H2BJ","215779_s_at",0.0016,0.000535,3.53,-1.5082564,0.876,"histone cluster 1, H2bj///histone cluster 1, H2bg","ILMN_1658702",0.00119136,4.74e-05,4.7132389,1.93481,1.0198248,"histone cluster 1, H2bj","214502_at",0.00341,0.00107,3.6855593,-1.45651,0.61284746,"histone cluster 1, H2bj"
"188","HNMT","228772_at",7.39e-07,1.59e-07,-5.47,6.2827744,-0.629,"histamine N-methyltransferase","ILMN_1751789",0.00015258,1.99e-06,5.8128086,4.96234,1.2453684,"histamine N-methyltransferase","204110_at",0.0073,0.00262,3.3326661,-2.315845,0.70666584,"histamine N-methyltransferase"
"189","HOOK1","225792_at",4.23e-09,6.99e-10,6.54,11.5824349,0.585,"hook microtubule tethering protein 1","ILMN_1741406",0.03593172,0.00703,2.883843,-2.75737,0.7152501,"hook microtubule tethering protein 1","225792_at",4.02e-05,5.68e-06,-5.6988548,3.708362,-0.91822667,"hook microtubule tethering protein 1"
"190","HPCAL1","212552_at",4.11e-15,3.44e-16,9.05,25.9069426,0.936,"hippocalcin like 1","ILMN_1764850",0.00449896,0.00035,-4.0089823,0.03785,-0.7779237,"hippocalcin like 1","212552_at",2.38e-06,1.86e-07,7.0571808,7.117964,0.82128793,"hippocalcin like 1"
"191","HPGD","203913_s_at",0.00241,0.000831,3.4,-1.9189875,0.602,"hydroxyprostaglandin dehydrogenase 15-(NAD)","ILMN_2166457",0.01415316,0.00188,3.393745,-1.54072,1.1928294,"hydroxyprostaglandin dehydrogenase 15-(NAD)","203914_x_at",0.00864,0.0032,-3.2532419,-2.504821,-0.62304584,"hydroxyprostaglandin dehydrogenase 15-(NAD)"
"192","HS3ST6","239547_at",1.14e-20,5.17e-22,-11.2,39.207103,-2.16,"heparan sulfate-glucosamine 3-sulfotransferase 6","ILMN_1710416",6.268e-05,4.42e-07,-6.339224,6.40251,-1.2660522,"heparan sulfate-glucosamine 3-sulfotransferase 6","239547_at",1.59e-08,2.84e-10,-9.9357866,13.591827,-1.63418127,"heparan sulfate-glucosamine 3-sulfotransferase 6"
"193","HSPA12A","214434_at",8.2e-08,1.57e-08,-5.94,8.5370195,-1,"heat shock protein family A (Hsp70) member 12A","ILMN_2081087",0.00935212,0.00104,3.6156442,-0.98293,0.8516198,"heat shock protein family A (Hsp70) member 12A","214434_at",3.75e-05,5.22e-06,-5.7311056,3.791172,-0.69916567,"heat shock protein family A (Hsp70) member 12A"
"194","IDNK","239086_at",7.73e-07,1.66e-07,-5.46,6.2363087,-0.59,"IDNK, gluconokinase","ILMN_1791306",0.02891873,0.00523,3.0015953,-2.48559,0.5956364,"IDNK, gluconokinase","239086_at",3.72e-06,3.25e-07,-6.8307763,6.562858,-0.86075101,"IDNK, gluconokinase"
"195","IDUA","213723_s_at",0.0128,0.005,2.84,-3.5750687,0.706,"iduronidase, alpha-L-","ILMN_1703041",0.00757216,0.000755,-3.731331,-0.68658,-0.6833367,"iduronidase, alpha-L-","205059_s_at",0.00206,0.000597,3.9145133,-0.884982,0.65086624,"iduronidase, alpha-L-"
"196","IER5L","226552_at",3.69e-05,9.77e-06,4.56,2.2974538,0.617,"immediate early response 5 like","ILMN_1755620",0.00074057,2.31e-05,-4.9626875,2.61908,-0.6444854,"immediate early response 5 like","226552_at",0.00124,0.000326,4.1472811,-0.295544,0.90656841,"immediate early response 5 like"
"197","IFI27","202411_at",1.93e-35,1.62e-37,16.7,74.719216,2.21,"interferon alpha inducible protein 27","ILMN_2058782",0.00115248,4.53e-05,4.7292003,1.97847,2.4209813,"interferon alpha inducible protein 27","202411_at",0.000372,7.93e-05,4.687783,1.093859,1.12703023,"interferon alpha inducible protein 27"
"198","IFI6","204415_at",1.38e-35,1.13e-37,16.7,75.0758015,3.56,"interferon alpha inducible protein 6","ILMN_1687384",0.00175869,8.72e-05,4.5003163,1.35462,1.7761612,"interferon alpha inducible protein 6","204415_at",2.2e-07,9.06e-09,8.3394975,10.139777,1.42487165,"interferon alpha inducible protein 6"
"199","IFIH1","219209_at",4.17e-39,2.34e-41,18.1,83.5165521,1.93,"interferon induced with helicase C domain 1","ILMN_1781373",0.02227709,0.00359,3.1475758,-2.14062,1.4961139,"interferon induced with helicase C domain 1","216020_at",5.84e-05,8.89e-06,5.5253744,3.261881,0.7290456,"interferon induced with helicase C domain 1"
"200","IFIT3","229450_at",1.69e-36,1.26e-38,17.1,77.2577696,2.38,"interferon induced protein with tetratricopeptide repeats 3","ILMN_1701789",0.00180017,9.15e-05,4.483469,1.30891,1.2616743,"interferon induced protein with tetratricopeptide repeats 3","204747_at",1.38e-05,1.58e-06,6.1973881,4.980013,1.1574455,"interferon induced protein with tetratricopeptide repeats 3"
"201","IFITM1","214022_s_at",2.81e-16,2.07e-17,9.5,28.690035,0.598,"interferon induced transmembrane protein 1","ILMN_1801246",0.04179289,0.00865,2.800471,-2.94604,0.8471206,"interferon induced transmembrane protein 1","214022_s_at",1.21e-06,7.88e-08,7.4131169,7.978104,0.77739142,"interferon induced transmembrane protein 1"
"202","IFNGR1","211676_s_at",1.93e-08,3.44e-09,6.24,10.0194595,0.804,"interferon gamma receptor 1","ILMN_1675939",0.00548832,0.000476,3.8983182,-0.25294,1.1685715,"interferon gamma receptor 1","242903_at",0.00843,0.00311,-3.26474,-2.477577,-0.82854387,"interferon gamma receptor 1"
"203","IL17RE","229401_at",2.46e-20,1.15e-21,-11,38.411143,-1.34,"interleukin 17 receptor E","ILMN_2409876",0.00017346,2.42e-06,-5.7459438,4.77837,-0.7804542,"interleukin 17 receptor E","229401_at",5.27e-07,2.78e-08,-7.8528062,9.018321,-1.33280283,"interleukin 17 receptor E"
"204","IL22RA1","220056_at",6.59e-14,6.3e-15,8.57,23.0301158,0.846,"interleukin 22 receptor subunit alpha 1","ILMN_1666175",0.04209429,0.00875,-2.7961041,-2.95583,-0.6422679,"interleukin 22 receptor subunit alpha 1","220056_at",6.5e-07,3.62e-08,-7.7408923,8.755957,-1.83020892,"interleukin 22 receptor subunit alpha 1"
"205","IL6ST","234967_at",0.00192,0.000652,-3.47,-1.6930419,-0.68,"interleukin 6 signal transducer","ILMN_1849013",0.02998051,0.0055,2.9818001,-2.5317,1.035688,"interleukin 6 signal transducer","234474_x_at",0.0181,0.0076,-2.8976257,-3.326131,-0.64808228,"interleukin 6 signal transducer"
"206","ISG15","205483_s_at",7.68e-38,5.02e-40,17.6,80.4653435,4.01,"ISG15 ubiquitin-like modifier","ILMN_2054019",0.01153505,0.0014,3.5036028,-1.26642,0.8600667,"ISG15 ubiquitin-like modifier","205483_s_at",7.09e-10,2.96e-12,12.3096825,18.11242,1.83881579,"ISG15 ubiquitin-like modifier"
"207","ITGB1","1553530_a_at",0.00417,0.00149,-3.23,-2.464717,-0.636,"integrin subunit beta 1","ILMN_1714820",0.00992061,0.00113,3.5839003,-1.06362,1.08335,"integrin subunit beta 1","1553530_a_at",0.00785,0.00286,3.298516,-2.397322,0.714118,"integrin subunit beta 1"
"208","ITM2C","221004_s_at",3.9e-11,5.1e-12,-7.43,16.4202844,-1.01,"integral membrane protein 2C","ILMN_2366041",0.03084151,0.00573,-2.9656762,-2.56913,-0.6949633,"integral membrane protein 2C","221004_s_at",1.71e-09,1.2e-11,11.543776,16.729302,1.98324265,"integral membrane protein 2C"
"209","ITPR2","202662_s_at",3.1e-09,5.05e-10,-6.6,11.9005959,-0.703,"inositol 1,4,5-trisphosphate receptor type 2","ILMN_1736103",0.0182247,0.00271,3.2558453,-1.87943,1.0093266,"inositol 1,4,5-trisphosphate receptor type 2","202660_at",7.28e-05,1.16e-05,-5.4243221,3.001105,-0.68896881,"inositol 1,4,5-trisphosphate receptor type 2"
"210","JAML","228094_at",2.86e-07,5.83e-08,5.68,7.2563888,0.938,"junction adhesion molecule like","ILMN_1778723",0.02746962,0.00484,3.0318363,-2.41484,0.6879555,"junction adhesion molecule like","228094_at",2.07e-05,2.58e-06,6.0051179,4.491869,0.8921065,"junction adhesion molecule like"
"211","KAZN","229144_at",1.5e-14,1.33e-15,8.83,24.5688671,0.794,"kazrin, periplakin interacting protein","ILMN_1798458",0.01747459,0.00257,-3.2757195,-1.83102,-0.8358931,"kazrin, periplakin interacting protein","213478_at",0.00238,0.000705,-3.8499199,-1.047152,-0.70286387,"kazrin, periplakin interacting protein"
"212","KCTD21","229873_at",8.93e-20,4.47e-21,10.8,37.0655627,2.12,"potassium channel tetramerization domain containing 21","ILMN_1809708",0.01566887,0.0022,3.3349912,-1.68583,0.7110179,"potassium channel tetramerization domain containing 21","229873_at",3.92e-05,5.5e-06,5.7109086,3.73932,0.68924839,"potassium channel tetramerization domain containing 21"
"213","KDELR1","200922_at",0.00647,0.0024,-3.08,-2.9009799,-0.587,"KDEL endoplasmic reticulum protein retention receptor 1","ILMN_2130411",0.01138175,0.00138,-3.5100957,-1.2501,-0.863426,"KDEL endoplasmic reticulum protein retention receptor 1","200922_at",1.75e-08,3.26e-10,9.8702116,13.456801,0.70717307,"KDEL endoplasmic reticulum protein retention receptor 1"
"214","KIAA0101","202503_s_at",1.17e-35,9.46e-38,16.8,75.2519191,2.47,"KIAA0101","ILMN_2285996",0.00048316,1.14e-05,5.2068017,3.29156,1.4250509,"KIAA0101","202503_s_at",0.00437,0.00144,3.5696458,-1.741992,0.63104461,"KIAA0101"
"215","KIF21A","231875_at",2.96e-11,3.81e-12,-7.48,16.7056471,-0.97,"kinesin family member 21A","ILMN_1681249",0.00356024,0.000252,4.1257628,0.34731,1.068534,"kinesin family member 21A","226003_at",8.72e-09,1.29e-10,-10.3244701,14.380523,-1.20396888,"kinesin family member 21A"
"216","KIF2A","203087_s_at",2.84e-29,4.82e-31,14.4,59.8832461,1.76,"kinesin family member 2A","ILMN_1734476",0.01088346,0.00129,3.5354918,-1.18611,1.0229719,"kinesin family member 2A","203087_s_at",5.61e-07,3.01e-08,7.8193703,8.94011,0.65128559,"kinesin family member 2A"
"217","KRT15","204734_at",3.78e-16,2.84e-17,-9.45,28.3797712,-1.14,"keratin 15","ILMN_1770612",0.04222257,0.0088,-2.7937062,-2.96121,-1.120825,"keratin 15","204734_at",0.006,0.00209,-3.4229173,-2.09898,-0.90669826,"keratin 15"
"218","KRT77","237120_at",4.46e-44,1.42e-46,-20.1,95.4625091,-2.21,"keratin 77","ILMN_1801428",0.00277904,0.000175,-4.2558305,0.69479,-1.3467105,"keratin 77","237120_at",0.000188,3.54e-05,-4.9953825,1.890644,-2.78535566,"keratin 77"
"219","KRT80","231849_at",1.03e-10,1.42e-11,7.25,15.4135385,0.712,"keratin 80","ILMN_1705814",0.02809041,0.005,-3.018673,-2.44568,-0.9514515,"keratin 80","231849_at",1.66e-06,1.18e-07,-7.2446397,7.57293,-1.53852925,"keratin 80"
"220","LACTB","1552485_at",1.45e-09,2.28e-10,6.75,12.6831139,0.963,"lactamase beta","ILMN_1703335",0.02799904,0.00498,3.0206089,-2.44115,0.8041302,"lactamase beta","226354_at",9.84e-05,1.65e-05,5.2864145,2.644566,0.64001143,"lactamase beta"
"221","LAD1","216641_s_at",2.11e-15,1.71e-16,9.16,26.5980176,1.81,"ladinin 1","ILMN_1701581",0.00121642,4.93e-05,-4.6999634,1.89852,-0.6171894,"ladinin 1","216641_s_at",0.000272,5.49e-05,-4.8281693,1.457303,-0.83179076,"ladinin 1"
"222","LAMB4","215516_at",1.3e-29,2.09e-31,-14.5,60.7172696,-1.67,"laminin subunit beta 4","ILMN_1792301",0.00075551,2.39e-05,4.9513654,2.58794,1.3866809,"laminin subunit beta 4","216622_at",1.23e-06,8.08e-08,-7.4025692,7.952843,-1.47547275,"laminin subunit beta 4"
"223","LAP3","217933_s_at",1.29e-14,1.13e-15,8.85,24.7290946,0.672,"leucine aminopeptidase 3","ILMN_1683792",0.00404417,0.000302,4.0618175,0.17754,0.9027078,"leucine aminopeptidase 3","217933_s_at",8.5e-09,1.23e-10,10.3450019,14.421635,1.04681246,"leucine aminopeptidase 3"
"224","LARP7","241385_at",0.000289,8.64e-05,-4.02,0.2139583,-0.612,"La ribonucleoprotein domain family member 7","ILMN_2392717",0.0004865,1.16e-05,5.2022372,3.27897,3.2398133,"La ribonucleoprotein domain family member 7","241385_at",0.00467,0.00156,-3.5393147,-1.816208,-0.65921462,"La ribonucleoprotein domain family member 7"
"225","LGALS3BP","200923_at",1.33e-29,2.13e-31,14.5,60.696262,1.55,"galectin 3 binding protein","ILMN_1659688",0.00238535,0.00014,-4.3350822,0.9078,-1.060257,"galectin 3 binding protein","200923_at",1.7e-07,6.6e-09,8.479836,10.457189,1.1992605,"galectin 3 binding protein"
"226","LIMA1","222456_s_at",1.88e-17,1.21e-18,-9.95,31.5046653,-1.39,"LIM domain and actin binding 1","ILMN_1704369",0.00141571,6.21e-05,4.6190494,1.67762,0.9995065,"LIM domain and actin binding 1","222456_s_at",0.00456,0.00152,-3.5503406,-1.789253,-0.59709305,"LIM domain and actin binding 1"
"227","LIMCH1","212325_at",8.6e-07,1.86e-07,5.44,6.126711,0.708,"LIM and calponin homology domains 1","ILMN_2139761",0.00884468,0.000948,3.6481244,-0.90009,0.8417959,"LIM and calponin homology domains 1","232457_at",1.71e-05,2.05e-06,-6.0956533,4.722117,-0.66110233,"LIM and calponin homology domains 1"
"228","LINC01315","229930_at",2.47e-07,5e-08,-5.71,7.4060488,-0.673,"long intergenic non-protein coding RNA 1315","ILMN_1865056",0.00750115,0.000744,3.7365887,-0.67303,0.7219707,"long intergenic non-protein coding RNA 1315","229930_at",4.81e-06,4.41e-07,-6.7068787,6.25658,-1.01346597,"long intergenic non-protein coding RNA 1315"
"229","LPAR1","204038_s_at",3.56e-06,8.29e-07,-5.12,4.6770729,-0.628,"lysophosphatidic acid receptor 1","ILMN_1701441",0.0269822,0.00472,3.0415054,-2.39213,0.7993056,"lysophosphatidic acid receptor 1","204038_s_at",0.00147,0.000399,4.0697132,-0.492768,0.63561637,"lysophosphatidic acid receptor 1"
"230","LRG1","228648_at",2.75e-30,4.07e-32,14.7,62.3443629,4.08,"leucine rich alpha-2-glycoprotein 1","ILMN_1805228",0.03528456,0.00688,-2.8926322,-2.73729,-0.9888964,"leucine rich alpha-2-glycoprotein 1","228648_at",0.0358,0.017,2.5520301,-4.077225,1.0755858,"leucine rich alpha-2-glycoprotein 1"
"231","LRP10","227252_at",2.82e-17,1.86e-18,9.88,31.0811913,0.806,"LDL receptor related protein 10","ILMN_1670272",0.02066991,0.00324,-3.187364,-2.04514,-0.892868,"LDL receptor related protein 10","227252_at",0.000113,1.95e-05,-5.2238471,2.482612,-0.6134802,"LDL receptor related protein 10"
"232","LRRC8D","218684_at",3.92e-15,3.28e-16,9.06,25.9551347,0.613,"leucine rich repeat containing 8 family member D","ILMN_1763409",0.01116553,0.00134,3.5208933,-1.22291,0.8620351,"leucine rich repeat containing 8 family member D","218684_at",1.14e-06,7.3e-08,7.4449906,8.054354,0.63342636,"leucine rich repeat containing 8 family member D"
"233","LSS","211018_at",1.94e-12,2.18e-13,-7.98,19.5288337,-1.36,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)","ILMN_1715024",0.01375815,0.00181,-3.4078935,-1.50561,-0.8332417,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)","211018_at",2.47e-06,1.95e-07,-7.0388212,7.073175,-0.88232134,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)"
"234","LTB4R","216388_s_at",6.01e-21,2.62e-22,11.3,39.8815485,1.56,"leukotriene B4 receptor","ILMN_1747251",0.01921826,0.00292,-3.2278733,-1.94732,-0.8485531,"leukotriene B4 receptor","210128_s_at",0.0294,0.0135,-2.6537421,-3.861663,-0.64939727,"leukotriene B4 receptor"
"235","LTBP4","204442_x_at",5.97e-06,1.43e-06,-5,4.1493751,-0.694,"latent transforming growth factor beta binding protein 4","ILMN_1665219",0.0091213,0.000996,-3.6298924,-0.94663,-0.824274,"latent transforming growth factor beta binding protein 4","204442_x_at",5.43e-06,5.1e-07,-6.6487857,6.112384,-0.84935657,"latent transforming growth factor beta binding protein 4"
"236","LUC7L","1557066_at",1.24e-12,1.37e-13,-8.06,19.9871117,-0.788,"LUC7 like","ILMN_1765371",0.03783426,0.00755,2.8556028,-2.82163,0.5941107,"LUC7 like","1557066_at",0.00951,0.00358,-3.2079406,-2.611773,-0.78633618,"LUC7 like"
"237","LYAR","223413_s_at",8.37e-18,5.17e-19,10.1,32.3494189,1.43,"Ly1 antibody reactive","ILMN_1764362",6.879e-05,5.27e-07,6.2775201,6.23463,1.8227289,"Ly1 antibody reactive","223414_s_at",2.17e-06,1.67e-07,7.1032331,7.230131,0.66241706,"Ly1 antibody reactive"
"238","LYNX1","1554179_s_at",2.59e-17,1.7e-18,9.9,31.1676248,2.2,"Ly6/neurotoxin 1","ILMN_1722670",0.04090837,0.00841,-2.8122492,-2.91958,-0.7463808,"Ly6/neurotoxin 1","226305_at",0.000138,2.47e-05,-5.1324939,2.24599,-1.02148283,"Ly6/neurotoxin 1"
"239","LYZ","1555745_a_at",7.15e-08,1.36e-08,5.97,8.6754705,2.07,"lysozyme","ILMN_1815205",0.00205459,0.000111,4.4160892,1.12643,1.348751,"lysozyme","1555745_a_at",5.7e-06,5.4e-07,6.6255449,6.054594,2.35344604,"lysozyme"
"240","MACROD1","219188_s_at",5.74e-07,1.22e-07,-5.53,6.5406186,-0.703,"MACRO domain containing 1","ILMN_1740960",0.02004549,0.00309,-3.2050137,-2.0026,-0.7517425,"MACRO domain containing 1","219188_s_at",0.000152,2.78e-05,-5.0883029,2.131479,-0.59368669,"MACRO domain containing 1"
"241","MAP4K5","203553_s_at",4.21e-08,7.79e-09,6.08,9.2207893,0.663,"mitogen-activated protein kinase kinase kinase kinase 5","ILMN_1759030",0.03170106,0.00595,2.9505608,-2.60412,1.0214518,"mitogen-activated protein kinase kinase kinase kinase 5","211081_s_at",5.62e-05,8.48e-06,-5.5435419,3.308714,-0.7170734,"mitogen-activated protein kinase kinase kinase kinase 5"
"242","MAPK6","207121_s_at",1.1e-33,1.11e-35,16,70.5096628,0.776,"mitogen-activated protein kinase 6","ILMN_1757287",0.02853719,0.00511,3.0105103,-2.46477,1.0945355,"mitogen-activated protein kinase 6","243831_at",0.000548,0.000125,-4.5148134,0.647063,-0.63557224,"mitogen-activated protein kinase 6"
"243","MAPKAPK5","212871_at",4e-12,4.66e-13,7.85,18.7788296,0.851,"mitogen-activated protein kinase-activated protein kinase 5","ILMN_1699082",0.00273437,0.000171,4.2635453,0.71549,0.8348961,"mitogen-activated protein kinase-activated protein kinase 5","228925_at",4.11e-05,5.83e-06,-5.6884626,3.681664,-0.66560677,NA
"244","MAPRE3","203842_s_at",2.35e-14,2.13e-15,-8.75,24.1051173,-0.641,"microtubule associated protein RP/EB family member 3","ILMN_1734290",0.01909335,0.00289,-3.2308671,-1.94007,-0.7800458,"microtubule associated protein RP/EB family member 3","203842_s_at",7.01e-06,6.96e-07,-6.5240098,5.801441,-0.79962183,"microtubule associated protein RP/EB family member 3"
"245","MAPT","203929_s_at",1.19e-21,4.8e-23,-11.5,41.5692847,-1.73,"microtubule associated protein tau","ILMN_2310814",0.01049619,0.00122,-3.5539228,-1.13955,-1.081688,"microtubule associated protein tau","203928_x_at",2.07e-05,2.59e-06,-6.0047537,4.490941,-0.92208825,"microtubule associated protein tau"
"246","MARK3","202568_s_at",1.57e-13,1.57e-14,8.42,22.1264118,0.743,"microtubule affinity regulating kinase 3","ILMN_1704795",0.01882615,0.00284,3.2378847,-1.92306,0.5857559,"microtubule affinity regulating kinase 3","232537_x_at",0.000803,0.000196,-4.3427711,0.204399,-1.02470169,"microtubule affinity regulating kinase 3"
"247","MBNL2","205018_s_at",2.55e-06,5.85e-07,-5.19,5.0152195,-0.798,"muscleblind like splicing regulator 2","ILMN_2364272",0.02008463,0.00311,3.2035462,-2.00614,1.1372328,"muscleblind like splicing regulator 2","232138_at",0.00015,2.73e-05,-5.0948889,2.148547,-1.26203653,"muscleblind like splicing regulator 2"
"248","MCM10","223570_at",1.84e-28,3.43e-30,14.1,57.9322677,1.8,"minichromosome maintenance 10 replication initiation factor","ILMN_2413898",0.00641613,0.000597,3.8165418,-0.46612,1.06093,"minichromosome maintenance 10 replication initiation factor","223570_at",0.00217,0.000633,3.8916544,-0.942449,0.59615556,"minichromosome maintenance 10 replication initiation factor"
"249","MCTS1","218163_at",5.61e-25,1.57e-26,12.8,49.5469302,0.807,"MCTS1, re-initiation and release factor","ILMN_1751816",0.0012517,5.17e-05,4.6832109,1.85274,1.0693913,"MCTS1, re-initiation and release factor","230235_at",4.85e-06,4.46e-07,-6.702834,6.246552,-0.88120466,"MCTS1, re-initiation and release factor"
"250","MCUB","218802_at",1.81e-28,3.36e-30,14.1,57.9510357,0.85,"mitochondrial calcium uniporter dominant negative beta subunit","ILMN_1801766",0.0043803,0.000337,4.0225201,0.07359,1.0176872,"mitochondrial calcium uniporter dominant negative beta subunit","218802_at",2.37e-06,1.86e-07,7.0584226,7.120992,0.76480165,"mitochondrial calcium uniporter dominant negative beta subunit"
