"","Gene.symbol","ID.VL","adj.P.Val.VL","P.Value.VL","t.VL","B.VL","logFC.VL","Gene.title.VL","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"661","SCAPER","ILMN_1811178",0.0029093,0.000188,4.2308098,0.62774,0.8260162,"S-phase cyclin A associated protein in the ER","215848_at",0.0099,0.00375,-3.1885789,-2.657293,-0.80305847,"S-phase cyclin A associated protein in the ER"
"662","SCARB1","ILMN_2183409",0.00016174,2.2e-06,-5.7777893,4.86601,-1.0107721,"scavenger receptor class B member 1","232421_at",0.016,0.0066,-2.9566016,-3.193007,-0.59842274,"scavenger receptor class B member 1"
"663","SCEL","ILMN_1710325",0.00221645,0.000124,4.3767035,1.02002,2.1492927,"sciellin","232056_at",2.26e-06,1.74e-07,-7.0841508,7.183684,-1.6306119,"sciellin"
"664","SCFD1","ILMN_1800543",0.00137083,5.91e-05,4.6366871,1.72572,1.4805791,"sec1 family domain containing 1","233229_at",0.000923,0.000231,-4.2800741,0.043655,-1.05227539,"sec1 family domain containing 1"
"665","SCML1","ILMN_1776653",0.02542568,0.00436,3.0722082,-2.31979,1.1374796,"sex comb on midleg-like 1 (Drosophila)","222747_s_at",6.59e-05,1.03e-05,-5.4698395,3.118624,-0.59087961,"sex comb on midleg-like 1 (Drosophila)"
"666","SCNN1A","ILMN_1713995",0.01758164,0.00259,-3.2727191,-1.83834,-0.9004027,"sodium channel epithelial 1 alpha subunit","203453_at",6.46e-06,6.29e-07,-6.564344,5.902135,-1.29662343,"sodium channel epithelial 1 alpha subunit"
"667","SCNN1B","ILMN_1740917",0.00706726,0.000687,-3.7658396,-0.59751,-0.9508892,"sodium channel epithelial 1 beta subunit","205464_at",2.79e-05,3.7e-06,-5.8651908,4.134729,-1.32515988,"sodium channel epithelial 1 beta subunit"
"668","SDC4","ILMN_1663042",0.00084252,2.86e-05,-4.8887679,2.41592,-1.1408111,"syndecan 4","202071_at",1.45e-05,1.68e-06,-6.174406,4.921834,-0.84071835,"syndecan 4"
"669","SDF4","ILMN_2378257",0.00529262,0.000451,-3.9178512,-0.2018,-0.8849366,"stromal cell derived factor 4","221972_s_at",4.73e-07,2.43e-08,7.9113674,9.154945,0.68064548,"stromal cell derived factor 4"
"670","SDSL","ILMN_1750674",0.04553071,0.00975,-2.7521967,-3.0538,-0.713581,"serine dehydratase like","228274_at",1.69e-06,1.2e-07,7.236972,7.554405,1.06703508,"serine dehydratase like"
"671","SEC11C","ILMN_1701681",0.00731015,0.000717,3.7503928,-0.63741,1.0010143,"SEC11 homolog C, signal peptidase complex subunit","223299_at",6.11e-08,1.73e-09,9.0830483,11.790863,1.55905706,"SEC11 homolog C, signal peptidase complex subunit"
"672","SEC14L5","ILMN_1687268",0.00880759,0.000941,-3.6507172,-0.89346,-0.6066818,"SEC14 like lipid binding 5","210169_at",8.16e-07,4.81e-08,-7.6199811,8.470645,-0.95192637,"SEC14 like lipid binding 5"
"673","SEC61G","ILMN_2367020",0.0184816,0.00276,3.2483454,-1.89766,0.9350245,"Sec61 translocon gamma subunit","203484_at",1.32e-09,8.25e-12,11.7458042,17.100815,0.72130924,"Sec61 translocon gamma subunit"
"674","SELM","ILMN_1651429",0.00738026,0.000724,-3.7464409,-0.64761,-1.1175221,"selenoprotein M","226051_at",1.25e-08,2.07e-10,10.0904877,13.908118,1.45248916,"selenoprotein M"
"675","SELT","ILMN_1746368",0.00523713,0.000442,3.9251662,-0.18263,0.9430957,"selenoprotein T","217811_at",7.28e-05,1.16e-05,5.4243215,3.001103,0.69381665,"selenoprotein T"
"676","SEMA3F","ILMN_1761540",0.00895501,0.000968,-3.6405197,-0.91951,-0.8604972,"semaphorin 3F","35666_at",0.000153,2.81e-05,-5.0841147,2.120626,-0.67031925,"semaphorin 3F"
"677","SEPP1","ILMN_1785071",0.00136233,5.83e-05,4.6412287,1.73811,1.3608987,"selenoprotein P, plasma, 1","229620_at",0.00107,0.000276,-4.2117783,-0.131025,-0.6998611,"selenoprotein P, plasma, 1"
"678","SEPTIN10","ILMN_1691864",0.00193367,0.000102,4.4452409,1.20531,1.2308348,"septin 10","214720_x_at",4.85e-05,7.11e-06,-5.611894,3.484761,-0.76730258,"septin 10"
"679","SEPTIN11","ILMN_1788778",0.04943732,0.0109,2.7065962,-3.15455,0.8806102,"septin 11","214293_at",0.000351,7.42e-05,4.7131035,1.15937,0.70095592,"septin 11"
"680","SEPTIN9","ILMN_1769118",0.02343654,0.00389,-3.1172972,-2.21287,-0.8615079,"septin 9","1559025_at",0.00155,0.000425,-4.0453873,-0.554464,-0.6772499,"septin 9"
"681","SERPINB3","ILMN_1703855",0.02797726,0.00497,3.0210238,-2.44018,0.9657831,"serpin family B member 3","209720_s_at",0.026,0.0117,2.7144654,-3.730702,1.26082522,"serpin family B member 3"
"682","SERPINB8","ILMN_1718960",0.04630057,0.00998,2.7426044,-3.07508,0.830939,"serpin family B member 8","206034_at",2.44e-05,3.14e-06,-5.929217,4.29833,-0.95871833,"serpin family B member 8"
"683","SERPINE2","ILMN_1655595",0.0337003,0.00646,-2.9177132,-2.67981,-0.7386223,"serpin family E member 2","227487_s_at",0.00188,0.000537,3.9550448,-0.782888,1.29266488,"serpin family E member 2"
"684","SERTAD3","ILMN_1801934",0.01275933,0.00163,-3.446711,-1.40895,-0.6456019,"SERTA domain containing 3","219382_at",0.00436,0.00144,3.5706695,-1.739483,0.95269531,"SERTA domain containing 3"
"685","SEZ6L2","ILMN_2413779",0.00529262,0.000451,-3.9182748,-0.20069,-0.6129391,"seizure related 6 homolog like 2","233337_s_at",6.91e-05,1.09e-05,5.4479074,3.062009,1.36066564,"seizure related 6 homolog like 2"
"686","SF1","ILMN_1712560",0.03231383,0.00611,-2.9401125,-2.62825,-0.6109512,"splicing factor 1","210172_at",0.00873,0.00324,-3.2478281,-2.517635,-1.07268695,"splicing factor 1"
"687","SGSM1","ILMN_1762207",0.00016646,2.29e-06,-5.76526,4.83154,-1.2550448,"small G protein signaling modulator 1","230287_at",3.73e-11,2.83e-14,-15.120333,22.648479,-1.59293089,"small G protein signaling modulator 1"
"688","SHC1","ILMN_1721022",0.03204995,0.00604,-2.9443734,-2.61841,-0.7973669,"SHC adaptor protein 1","201469_s_at",2.18e-05,2.74e-06,5.9819917,4.432947,0.86133303,"SHC adaptor protein 1"
"689","SHKBP1","ILMN_1765493",0.00216572,0.00012,-4.3886195,1.0522,-0.7024315,"SH3KBP1 binding protein 1","224846_at",1.63e-05,1.93e-06,6.1196875,4.783125,0.82586853,"SH3KBP1 binding protein 1"
"690","SHMT2","ILMN_1661264",0.04141507,0.00856,-2.8049265,-2.93604,-0.7629844,"serine hydroxymethyltransferase 2","214095_at",3.97e-05,5.59e-06,5.7050108,3.724174,0.60702566,"serine hydroxymethyltransferase 2"
"691","SHPRH","ILMN_1722423",0.04857996,0.0106,2.7168623,-3.13196,1.0064961,"SNF2 histone linker PHD RING helicase","226366_at",2.9e-05,3.86e-06,-5.8482025,4.09127,-0.62068276,"SNF2 histone linker PHD RING helicase"
"692","SIL1","ILMN_2399392",0.01454812,0.00196,-3.3787615,-1.57784,-0.6388223,"SIL1 nucleotide exchange factor","218436_at",6.74e-07,3.79e-08,7.7212567,8.709754,0.69777884,"SIL1 nucleotide exchange factor"
"693","SIRPG","ILMN_1771801",0.01421275,0.00189,3.3913506,-1.54666,0.7018416,"signal regulatory protein gamma","220485_s_at",1.18e-10,1.73e-13,13.9740161,20.894187,2.12409305,"signal regulatory protein gamma"
"694","SLC1A3","ILMN_1738552",0.00085651,2.94e-05,4.8800274,2.39191,0.7522134,"solute carrier family 1 member 3","202800_at",9.03e-07,5.47e-08,7.5662785,8.343311,0.93165373,"solute carrier family 1 member 3"
"695","SLC1A5","ILMN_1707720",0.00650265,0.000609,-3.809704,-0.48387,-0.878253,"solute carrier family 1 member 5","208916_at",0.000392,8.43e-05,4.6644498,1.033511,0.64409051,"solute carrier family 1 member 5"
"696","SLC25A29","ILMN_2350801",0.00384178,0.000281,-4.0873475,0.24523,-0.6694337,"solute carrier family 25 member 29","232280_at",9.16e-07,5.56e-08,-7.5590107,8.32605,-1.14033982,"solute carrier family 25 member 29"
"697","SLC29A4","ILMN_1801377",0.00858131,0.00091,-3.662974,-0.86212,-0.6352981,"solute carrier family 29 member 4","1570124_at",0.0185,0.00784,-2.8845554,-3.355453,-0.61332494,"solute carrier family 29 member 4"
"698","SLC35A2","ILMN_1798885",0.0091213,0.000995,-3.6301273,-0.94603,-0.6173228,"solute carrier family 35 member A2","207440_at",1e-07,3.27e-09,8.7937431,11.157433,0.81579638,"solute carrier family 35 member A2"
"699","SLC35A3","ILMN_1653429",0.01294966,0.00167,3.4394343,-1.4271,1.0760191,"solute carrier family 35 member A3","209865_at",9.75e-07,6.01e-08,-7.5265151,8.248787,-0.72284358,"solute carrier family 35 member A3"
"700","SLC35B3","ILMN_1682910",0.00608755,0.000555,3.8429456,-0.39745,0.8543015,"solute carrier family 35 member B3","231003_at",0.00406,0.00132,-3.6045823,-1.656251,-0.6005673,"solute carrier family 35 member B3"
"701","SLC35C1","ILMN_1680104",0.00309052,0.000206,-4.1968936,0.537,-0.7162226,"solute carrier family 35 member C1","222647_at",1.18e-06,7.68e-08,7.4238309,8.003749,0.85494528,"solute carrier family 35 member C1"
"702","SLC38A10","ILMN_2277419",0.00130646,5.49e-05,-4.6620126,1.79484,-0.7760381,"solute carrier family 38 member 10","230448_at",2.57e-06,2.04e-07,7.0191752,7.025203,1.38469149,"solute carrier family 38 member 10"
"703","SLC38A9","ILMN_1773643",0.0025061,0.00015,4.3092393,0.83824,0.7156541,"solute carrier family 38 member 9","243709_at",0.0024,0.000713,-3.8452967,-1.058732,-1.12195241,"solute carrier family 38 member 9"
"704","SLC39A8","ILMN_1695316",0.04780565,0.0104,2.7253726,-3.11319,0.6206374,"solute carrier family 39 member 8","219869_s_at",1.07e-07,3.58e-09,8.7530826,11.06749,2.29815095,"solute carrier family 39 member 8"
"705","SLC43A2","ILMN_1787127",0.00522056,0.000439,-3.9275258,-0.17644,-0.892606,"solute carrier family 43 member 2","228918_at",2.7e-07,1.19e-08,8.2192909,9.865767,1.89268659,"solute carrier family 43 member 2"
"706","SLC47A2","ILMN_1693912",0.00083362,2.82e-05,4.8939846,2.43024,1.6783035,"solute carrier family 47 member 2","231068_at",0.0169,0.00704,-2.9300275,-3.253155,-0.75761023,"solute carrier family 47 member 2"
"707","SLC48A1","ILMN_1778144",0.00489783,0.000399,-3.9615095,-0.08721,-1.026642,"solute carrier family 48 member 1","218416_s_at",2.95e-07,1.33e-08,-8.1729352,9.759576,-0.6326319,"solute carrier family 48 member 1"
"708","SLC52A2","ILMN_2041577",0.04606492,0.00991,-2.7454452,-3.06878,-0.63456,"solute carrier family 52 member 2","222155_s_at",0.000361,7.66e-05,4.7007894,1.127508,0.60197517,"solute carrier family 52 member 2"
"709","SLC6A9","ILMN_1714445",0.04872232,0.0107,-2.7146834,-3.13676,-0.7842037,"solute carrier family 6 member 9","207043_s_at",0.000486,0.000108,-4.5687454,0.78622,-0.71626131,"solute carrier family 6 member 9"
"710","SLK","ILMN_1700834",0.00258021,0.000157,4.2943018,0.79808,1.4319668,"STE20 like kinase","206874_s_at",3.16e-07,1.44e-08,-8.1362938,9.675432,-0.86813034,"STE20 like kinase"
"711","SLMAP","ILMN_1783120",0.00250009,0.00015,4.3106941,0.84216,1.2730314,"sarcolemma associated protein","1562095_at",6.76e-06,6.66e-07,-6.5415614,5.845279,-0.94505511,"sarcolemma associated protein"
"712","SMAD5-AS1","ILMN_1867725",0.01181831,0.00145,3.4911069,-1.29781,0.89029,"SMAD5 antisense RNA 1","220263_at",2.03e-07,8.2e-09,-8.3836681,10.239969,-1.89006303,"SMAD5 antisense RNA 1"
"713","SMARCC2","ILMN_1773620",0.04279708,0.00896,-2.7864188,-2.97752,-0.8471591,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2","1561973_at",0.00016,2.96e-05,-5.0644447,2.069648,-1.26643262,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2"
"714","SMIM8","ILMN_1693323",0.02395219,0.004,3.1061542,-2.23937,0.607335,"small integral membrane protein 8","236178_at",0.000424,9.27e-05,-4.6283424,0.940165,-0.59511724,"small integral membrane protein 8"
"715","SMYD2","ILMN_1721605",0.00076315,2.44e-05,4.9443593,2.56868,0.7951538,"SET and MYND domain containing 2","212921_at",1.65e-08,3e-10,-9.9098914,13.538574,-1.2727389,"SET and MYND domain containing 2"
"716","SND1","ILMN_1775111",0.00479504,0.000387,-3.9727123,-0.05774,-0.8796307,"staphylococcal nuclease and tudor domain containing 1","201622_at",2.7e-05,3.54e-06,5.8825384,4.179086,0.59099837,"staphylococcal nuclease and tudor domain containing 1"
"717","SNRPA1","ILMN_1715179",0.00595323,0.000533,3.857567,-0.35936,1.1547001,"small nuclear ribonucleoprotein polypeptide A'","242146_at",0.000211,4.08e-05,-4.9415009,1.750984,-1.68420415,"small nuclear ribonucleoprotein polypeptide A'"
"718","SNRPB2","ILMN_1690706",0.00069509,2.07e-05,5.0016251,2.7262,1.1883422,"small nuclear ribonucleoprotein polypeptide B2","1561965_at",0.00634,0.00223,-3.3978091,-2.159531,-0.6689969,"small nuclear ribonucleoprotein polypeptide B2"
"719","SNX2","ILMN_1691575",0.00041656,9.16e-06,5.2838521,3.50412,1.3257511,"sorting nexin 2","232049_at",8.91e-05,1.47e-05,-5.3311468,2.760285,-0.69495165,"sorting nexin 2"
"720","SNX21","ILMN_1768282",0.00895501,0.000968,-3.6405199,-0.91951,-1.0553271,"sorting nexin family member 21","1553961_s_at",5.52e-07,2.96e-08,-7.8270006,8.957971,-0.8676047,"sorting nexin family member 21"
"721","SNX24","ILMN_2085236",0.03201601,0.00602,2.9456665,-2.61543,0.7544467,"sorting nexin 24","222716_s_at",4.67e-06,4.25e-07,-6.7223053,6.294808,-0.89534693,"sorting nexin 24"
"722","SNX33","ILMN_1736093",0.00159953,7.5e-05,-4.5533869,1.49881,-1.0096386,"sorting nexin 33","229898_at",2.86e-05,3.8e-06,-5.8548467,4.108269,-0.74161631,"sorting nexin 33"
"723","SOSTDC1","ILMN_1715463",0.00073518,2.29e-05,4.9668985,2.63066,1.3386526,"sclerostin domain containing 1","213456_at",0.000969,0.000244,-4.2583347,-0.011997,-1.22732406,"sclerostin domain containing 1"
"724","SP1","ILMN_1676010",0.01421275,0.00189,-3.3913248,-1.54672,-0.6794782,"Sp1 transcription factor","224754_at",0.00044,9.66e-05,-4.6123942,0.898953,-0.94351925,"Sp1 transcription factor"
"725","SP110","ILMN_2415144",0.0411394,0.00847,2.8090919,-2.92668,0.6901647,"SP110 nuclear body protein","209762_x_at",1.07e-07,3.59e-09,8.7516041,11.064215,0.96539107,"SP110 nuclear body protein"
"726","SPAG16","ILMN_1768732",0.03423768,0.00662,2.9082889,-2.70144,0.7145956,"sperm associated antigen 16","219109_at",1.68e-07,6.48e-09,-8.4879489,10.475456,-0.99301879,"sperm associated antigen 16"
"727","SPCS3","ILMN_1667707",0.04688051,0.0101,2.736041,-3.08961,0.6828736,"signal peptidase complex subunit 3","222753_s_at",2.27e-10,4.93e-13,13.3403484,19.869483,1.73608937,"signal peptidase complex subunit 3"
"728","SPI1","ILMN_2392043",0.01294966,0.00167,-3.4394354,-1.4271,-0.9570044,"Spi-1 proto-oncogene","205312_at",1.5e-05,1.75e-06,6.1590631,4.882967,1.00792251,"Spi-1 proto-oncogene"
"729","SPINK5","ILMN_1690017",0.00651344,0.000611,3.8085251,-0.48693,1.4447032,"serine peptidase inhibitor, Kazal type 5","205185_at",0.00155,0.000425,-4.045573,-0.553993,-0.81303067,"serine peptidase inhibitor, Kazal type 5"
"730","SPINT1","ILMN_1724946",0.00017346,2.41e-06,-5.7469181,4.78105,-0.9956982,"serine peptidase inhibitor, Kunitz type 1","202826_at",0.000308,6.35e-05,-4.7724572,1.313009,-0.98383817,"serine peptidase inhibitor, Kunitz type 1"
"731","SPPL3","ILMN_1657405",0.0007235,2.22e-05,-4.9774723,2.65975,-0.9582463,"signal peptide peptidase like 3","1554564_a_at",1.83e-05,2.23e-06,-6.062406,4.637642,-0.67418375,"signal peptide peptidase like 3"
"732","SPSB1","ILMN_1714170",0.00195328,0.000104,-4.4390643,1.18859,-0.8221109,"splA/ryanodine receptor domain and SOCS box containing 1","219677_at",4.28e-05,6.12e-06,5.6694474,3.632797,0.97654907,"splA/ryanodine receptor domain and SOCS box containing 1"
"733","SPTAN1","ILMN_2095133",0.02141875,0.00341,-3.168228,-2.09113,-0.8506002,"spectrin alpha, non-erythrocytic 1","214925_s_at",4.11e-06,3.66e-07,-6.782369,6.443399,-1.5756282,"spectrin alpha, non-erythrocytic 1"
"734","SPTBN2","ILMN_1667079",0.00069742,2.09e-05,-4.9976103,2.71516,-1.101405,"spectrin beta, non-erythrocytic 2","205155_s_at",4.42e-07,2.21e-08,-7.9515555,9.24844,-1.18292211,"spectrin beta, non-erythrocytic 2"
"735","SRC","ILMN_1729987",0.02605995,0.00451,-3.0595614,-2.34964,-0.6515159,"SRC proto-oncogene, non-receptor tyrosine kinase","213324_at",0.000382,8.18e-05,4.6758101,1.062891,0.67236492,"SRC proto-oncogene, non-receptor tyrosine kinase"
"736","SREK1","ILMN_2373266",0.00047468,1.12e-05,5.2138022,3.31087,1.7816563,"splicing regulatory glutamic acid and lysine rich protein 1","238781_at",0.0015,0.000409,-4.0600247,-0.517349,-0.61480959,"splicing regulatory glutamic acid and lysine rich protein 1"
"737","SRGN","ILMN_1760347",0.0001315,1.57e-06,5.8961598,5.19141,1.470269,"serglycin","201858_s_at",2.31e-08,4.78e-10,9.6864072,13.075271,1.77771881,"serglycin"
"738","SRI","ILMN_2400219",0.0100554,0.00115,3.5766158,-1.08209,0.6770313,"sorcin","208921_s_at",1.01e-07,3.32e-09,8.7870621,11.142669,0.63499154,"sorcin"
"739","SRM","ILMN_1661337",0.00747273,0.000739,-3.7389217,-0.66701,-0.9248467,"spermidine synthase","201516_at",1.85e-09,1.35e-11,11.481488,16.613775,1.20780367,"spermidine synthase"
"740","SRSF3","ILMN_1723212",0.03204995,0.00604,2.9442882,-2.61861,0.6307294,"serine and arginine rich splicing factor 3","237485_at",0.00214,0.000623,-3.897861,-0.926854,-0.99999884,"serine and arginine rich splicing factor 3"
"741","SSBP1","ILMN_1809478",0.00318619,0.000215,4.1817818,0.49663,1.1838416,"single stranded DNA binding protein 1","1562442_a_at",0.00505,0.00171,-3.5026248,-1.905697,-0.60519525,"single stranded DNA binding protein 1"
"742","SSBP2","ILMN_1711608",0.01113662,0.00133,3.5233018,-1.21685,0.638125,"single stranded DNA binding protein 2","238483_at",1.51e-05,1.77e-06,-6.1546351,4.871746,-0.6899674,"single stranded DNA binding protein 2"
"743","SSBP4","ILMN_2327346",0.00204755,0.00011,-4.4176187,1.13057,-0.8913422,"single stranded DNA binding protein 4","229269_x_at",2.42e-05,3.11e-06,5.9324883,4.306681,0.66640079,"single stranded DNA binding protein 4"
"744","SSH3","ILMN_1755234",0.02446356,0.00411,-3.0951883,-2.2654,-0.6958708,"slingshot protein phosphatase 3","51192_at",0.00074,0.000178,-4.3798187,0.29954,-0.59072138,"slingshot protein phosphatase 3"
"745","SSX2IP","ILMN_1720844",0.02134569,0.00339,3.1704195,-2.08587,0.8784289,"SSX family member 2 interacting protein","203019_x_at",9.83e-05,1.65e-05,-5.2868833,2.645778,-0.61733686,"SSX family member 2 interacting protein"
"746","ST3GAL6","ILMN_1781560",0.02425787,0.00406,3.0998544,-2.25433,0.8228106,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6","213335_s_at",1.53e-06,1.06e-07,-7.2879278,7.677375,-0.71982316,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
"747","STAG1","ILMN_2151048",0.00412108,0.00031,4.0522649,0.15225,1.2094932,"stromal antigen 1","232588_at",9.13e-05,1.52e-05,-5.319801,2.73094,-0.97997009,"stromal antigen 1"
"748","STAMBP","ILMN_2391355",0.00685002,0.000658,3.7811143,-0.55799,0.9431881,"STAM binding protein","227515_at",2.27e-05,2.88e-06,-5.9631412,4.384889,-0.61902073,"STAM binding protein"
"749","STARD3NL","ILMN_2228873",0.03280193,0.00624,2.9312957,-2.64857,0.8679397,"STARD3 N-terminal like","223065_s_at",1.36e-08,2.32e-10,10.0341902,13.793382,1.01989387,"STARD3 N-terminal like"
"750","STAT1","ILMN_1690105",0.00354559,0.000251,4.127479,0.35188,1.1446364,"signal transducer and activator of transcription 1","209969_s_at",1.64e-05,1.95e-06,6.1157691,4.773182,1.98366367,"signal transducer and activator of transcription 1"
"751","STAT5A","ILMN_1753547",0.00880759,0.000942,-3.6505587,-0.89387,-0.9639021,"signal transducer and activator of transcription 5A","203010_at",0.000311,6.43e-05,4.7677126,1.300724,0.70007318,"signal transducer and activator of transcription 5A"
"752","STK17B","ILMN_1798543",0.01796682,0.00266,3.2630622,-1.86187,1.0435787,"serine/threonine kinase 17b","217503_at",0.000232,4.55e-05,4.8992447,1.641467,1.09659296,"serine/threonine kinase 17b"
"753","STRBP","ILMN_1808783",0.01654537,0.00238,3.305253,-1.75883,0.9016983,"spermatid perinuclear RNA binding protein","233251_at",0.00269,0.000817,-3.7927276,-1.190155,-0.85927037,"spermatid perinuclear RNA binding protein"
"754","STX19","ILMN_1775587",8.93e-06,9.33e-09,7.727218,10.07873,2.4180636,"syntaxin 19","1555173_at",6.63e-06,6.49e-07,-6.5518352,5.870925,-1.59906832,"syntaxin 19"
"755","SUB1","ILMN_1736054",0.00035481,7.04e-06,5.3749887,3.7556,1.2329639,"SUB1 homolog, transcriptional regulator","214512_s_at",1.4e-07,5.09e-09,8.5952655,10.716248,0.73117003,"SUB1 homolog, transcriptional regulator"
"756","SUGT1","ILMN_2054725",0.00491269,0.000401,3.9598386,-0.0916,0.9470494,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone","228045_at",2.13e-06,1.63e-07,-7.1112092,7.249532,-0.88883108,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone"
"757","SULT2B1","ILMN_1763520",0.0320447,0.00603,-2.9448924,-2.61722,-0.6580889,"sulfotransferase family 2B member 1","205759_s_at",0.000582,0.000134,-4.4888852,0.580221,-1.17611784,"sulfotransferase family 2B member 1"
"758","SUPT20H","ILMN_1669555",0.00193586,0.000102,4.4445144,1.20335,0.9581886,"SPT20 homolog, SAGA complex component","216717_at",0.000404,8.75e-05,-4.6504548,0.997325,-0.9294204,"SPT20 homolog, SAGA complex component"
"759","SURF4","ILMN_1690761",0.01495242,0.00204,-3.3629483,-1.61692,-0.8264207,"surfeit 4","222977_at",9.44e-05,1.58e-05,5.3050077,2.692672,0.71480555,"surfeit 4"
"760","SUSD2","ILMN_1693270",0.01012344,0.00116,-3.573485,-1.09003,-1.3630699,"sushi domain containing 2","234310_s_at",6.71e-06,6.59e-07,-6.5456191,5.85541,-0.70135408,"sushi domain containing 2"
"761","SYNE2","ILMN_1754579",0.02895649,0.00524,3.0007897,-2.48747,0.6625261,"spectrin repeat containing nuclear envelope protein 2","202761_s_at",4.65e-08,1.22e-09,-9.2454861,12.141511,-1.29394247,"spectrin repeat containing nuclear envelope protein 2"
"762","SYNGR1","ILMN_1810875",0.00353859,0.00025,-4.1286819,0.35508,-0.8439689,"synaptogyrin 1","204287_at",5.08e-08,1.38e-09,-9.1878483,12.017502,-1.58148331,"synaptogyrin 1"
"763","SYT17","ILMN_1657760",0.01454432,0.00195,-3.3795491,-1.57589,-0.8135947,"synaptotagmin 17","205613_at",2.55e-06,2.03e-07,-7.0216593,7.031272,-1.06071392,"synaptotagmin 17"
"764","SYT8","ILMN_1679836",0.00053636,1.37e-05,-5.1453264,3.12205,-1.4742654,"synaptotagmin 8","232802_at",4.65e-05,6.76e-06,-5.6311483,3.534307,-0.76163338,"synaptotagmin 8"
"765","SYTL1","ILMN_1750785",0.0098324,0.00111,-3.5894064,-1.04964,-0.8970745,"synaptotagmin like 1","227134_at",3.74e-05,5.21e-06,-5.7317126,3.79273,-0.85149754,"synaptotagmin like 1"
"766","TAF13","ILMN_2061318",0.02966801,0.0054,2.9885051,-2.5161,0.7495156,"TATA-box binding protein associated factor 13","205966_at",0.00826,0.00304,3.2740138,-2.455574,0.64642883,"TATA-box binding protein associated factor 13"
"767","TAGLN","ILMN_1778668",0.00508812,0.000424,-3.9405193,-0.14235,-0.7200326,"transgelin","1555724_s_at",3.44e-07,1.61e-08,8.0898592,9.568538,1.42867164,"transgelin"
"768","TAOK2","ILMN_1701487",0.03071888,0.00569,-2.9683605,-2.56291,-0.6050718,"TAO kinase 2","204986_s_at",0.000361,7.66e-05,4.7010133,1.128087,0.76759528,"TAO kinase 2"
"769","TAPBP","ILMN_1742450",0.03459718,0.0067,-2.9030361,-2.71348,-0.921194,"TAP binding protein (tapasin)","1555565_s_at",2.3e-07,9.59e-09,8.3146202,10.08323,0.93021035,"TAP binding protein (tapasin)"
"770","TCEAL9","ILMN_1679838",1.69e-06,5.88e-10,8.7743578,12.69051,2.2816159,"transcription elongation factor A like 9","217975_at",1.11e-05,1.21e-06,6.3038208,5.248817,0.59723699,"transcription elongation factor A like 9"
"771","TCF12","ILMN_2314007",0.03233259,0.00612,2.9395693,-2.6295,0.8049318,"transcription factor 12","215611_at",2.69e-05,3.53e-06,-5.8829543,4.180149,-1.30069811,"transcription factor 12"
"772","TECR","ILMN_1720799",0.01356469,0.00178,-3.415047,-1.48783,-1.0330695,"trans-2,3-enoyl-CoA reductase","1569392_at",0.000119,2.08e-05,-5.1985972,2.417226,-0.63257471,"trans-2,3-enoyl-CoA reductase"
"773","TEF","ILMN_1706511",0.00066807,1.95e-05,-5.0218513,2.78188,-0.7870104,"TEF, PAR bZIP transcription factor","225840_at",0.00752,0.00272,-3.3187614,-2.34906,-0.82119079,"TEF, PAR bZIP transcription factor"
"774","TEX261","ILMN_1692272",0.00053636,1.37e-05,-5.1446749,3.12025,-0.5914796,"testis expressed 261","212084_at",1.12e-05,1.22e-06,6.3011513,5.242088,0.74667016,"testis expressed 261"
"775","TGFB1I1","ILMN_2389876",0.00222985,0.000125,-4.3729351,1.00985,-0.6376603,"transforming growth factor beta 1 induced transcript 1","209651_at",2.69e-05,3.53e-06,5.8838092,4.182334,0.71575868,"transforming growth factor beta 1 induced transcript 1"
"776","THAP6","ILMN_1661424",0.03160961,0.00593,2.9519863,-2.60082,0.6413014,"THAP domain containing 6","230169_at",2.63e-05,3.44e-06,-5.8933095,4.206616,-0.63500975,"THAP domain containing 6"
"777","TIGAR","ILMN_1791792",0.00472676,0.000378,3.9811844,-0.03543,0.6411004,"TP53 induced glycolysis regulatory phosphatase","219099_at",9.64e-05,1.62e-05,5.2955893,2.668305,0.98343301,"TP53 induced glycolysis regulatory phosphatase"
"778","TIMM8A","ILMN_1722239",0.00262965,0.000161,4.2841495,0.7708,0.6081553,"translocase of inner mitochondrial membrane 8 homolog A (yeast)","210800_at",2.83e-06,2.31e-07,-6.9699394,6.904777,-1.3455888,"translocase of inner mitochondrial membrane 8 homolog A (yeast)"
"779","TIMP2","ILMN_1721876",0.00252089,0.000152,-4.3062864,0.8303,-1.2893705,"TIMP metallopeptidase inhibitor 2","203167_at",8.76e-05,1.44e-05,5.338495,2.779289,0.70623575,"TIMP metallopeptidase inhibitor 2"
"780","TLK1","ILMN_1811029",0.01290173,0.00165,3.441839,-1.4211,0.9141487,"tousled like kinase 1","220702_at",0.00171,0.000481,-3.9979947,-0.674435,-1.04066058,NA
