"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"15","Psoriasis","GO:0071900","regulation of protein serine/threonine kinase activity","199/5313","492/18862",1.98701692506403e-09,8.38256206787012e-07,6.0614474198269e-07,"S100A12/SERPINB3/EPHB2/CXCL10/CD24/LTF/CCNA2/CDK1/CDKN3/CCNB1/BLM/MAPK14/IL1B/WNT5A/CXCL17/PBK/CCNE1/LYN/CCNB2/FZD5/NOD2/CDK5R1/MAPKAPK3/CEMIP/IRAK2/SHC1/SESN2/TGFA/SERTAD1/IQGAP3/CCNO/MLKL/EPHA4/GTF2H1/CDC25A/PTPN22/BMP7/RASGRP1/CCNL1/UBE2N/PIK3R5/CBLC/ADAM8/MAP3K9/CCNYL1/CKS2/HERC5/CCNE2/IRAK3/MAP2K4/PYCARD/FAM20A/PAK1/MAP2K6/DUSP5/PRKAR1A/TAOK1/DDX3X/CDC6/DUSP16/MAPK1/MAP4K1/TNFRSF11A/CCNF/DUSP14/PRKAA1/DBF4/PTPRC/ADORA2B/PTPN11/VEGFA/ARRB1/SYK/RASIP1/IRAK1/PEA15/PSRC1/CAB39/SMPD1/SFN/PKIA/CDKN1A/MAP3K7/HTT/MAPKAPK5/GTPBP4/TRIB2/DBF4B/ERN1/MAP3K6/DUSP3/CXCR4/LPAR3/PPP2CA/CALM3/FPR1/PKMYT1/TNFAIP3/CSK/KRAS/HGS/CDK12/MAPK3/C5AR1/PLK1/DUSP18/CCL19/MAP3K5/MAP3K11/MEN1/TELO2/IKBKG/MAP4K5/MLST8/PSMD10/STK4/AVPI1/DUSP2/TAOK2/PIK3CG/RGS14/CEBPA/TAB2/THY1/TRAF7/APC/RGCC/PKN1/EDN3/SASH1/PDGFRB/NTRK3/SNCA/LPAR1/MAP2K5/MAPRE3/SPRED1/PRKAG2/GHR/APOE/INSR/NR2F2/FZD4/CCNY/LRP6/NTF3/ZNF675/PAK3/IGF1R/TENM1/EGFR/CCND1/AKAP13/PDGFA/DIRAS3/PKIB/MAP3K13/MAP2K7/CCNI/SFRP1/KIT/SORL1/RICTOR/FERMT2/DUSP10/SLC8A1/FGFR1/ADRA2A/SHC2/TF/HEG1/DUSP4/CDKN1C/PLCE1/CCNG2/PDGFC/PRKAR2B/CCNC/CAB39L/SPRY2/CAV1/IL34/AGT/FGF2/MUC20/SLC27A1/THBS1/SPAG9/DKK1/ADRB2/PDGFD/MYOCD/UCHL1/CSPG4/FGF1/EGF/IGFBP6/ADIPOQ/CAMK1",199
"16","Psoriasis","GO:0000070","mitotic sister chromatid segregation","82/5313","164/18862",2.48974649145512e-09,9.84694737370502e-07,7.1203473673391e-07,"CENPE/DLGAP5/CDCA5/CCNB1/TTK/NDC80/KIF4A/TRIP13/BUB1/KIF14/BUB1B/NCAPH2/PDS5A/CDT1/SMC4/NCAPG/CDCA8/CENPF/KIF23/SMC2/NEK2/NUF2/PRC1/TUBG1/KIF18B/ESPL1/UBE2C/SPAG5/KIF2C/REC8/FBXO5/PTTG1/TUBG2/NUSAP1/KATNB1/AURKB/CDC20/NAA50/GEN1/SEH1L/CDC6/RIOK2/SGO2/MAD2L1/KIFC1/BUB3/ZNF207/CENPK/ANAPC7/NCAPH/NIPBL/SPDL1/ZWINT/PSRC1/KNTC1/RAN/TTN/XRCC3/MAD2L1BP/TACC3/CHMP1B/SLF2/NCAPG2/AKAP8/KIF18A/CDC27/PLK1/KNSTRN/RAB11A/SLF1/KIF22/APC/HECW2/TNKS/ATM/ANAPC5/TPR/EML4/ATRX/PDS5B/HNRNPU/NUMA1",82
"17","Psoriasis","GO:0048285","organelle fission","196/5313","486/18862",3.46328301948758e-09,1.28915617337161e-06,9.32191410880031e-07,"CENPE/CDK1/DLGAP5/MKI67/CDCA5/CCNB1/TTK/MX1/NDC80/AURKA/KIF4A/CHEK1/IL1B/WNT5A/TRIP13/BUB1/CCNE1/KIF14/BUB1B/CCNB2/NCAPH2/PDS5A/MX2/BRIP1/TPX2/CDT1/SMC4/NCAPG/CDCA8/CENPF/KIF23/SMPD3/SMC2/RAD51AP1/SPIRE1/EREG/NEK2/NUF2/PRC1/TUBG1/TGFA/KIF18B/ESPL1/NDC1/MTFR2/KIF2A/UBE2C/BMP7/SPAG5/TOP2A/KIF2C/REC8/FANCA/CD28/FBXO5/BORA/PTTG1/TUBG2/CKS2/NUSAP1/KATNB1/AURKB/CCNE2/CDC20/KIF11/EME2/ANLN/NAA50/MND1/RAD1/RCC1/PRKAR1A/GEN1/SEH1L/CDC6/RIOK2/DNM1L/SGO2/DDHD1/MAD2L1/RAD51/ACTR2/HORMAD1/KIFC1/TMCC1/ANKLE2/BUB3/COX10/ZNF207/MYO19/CENPK/ANAPC7/DNM2/BNIP3/ING2/CDC42/NCAPH/CDC25B/NIPBL/SPDL1/PHIP/NDE1/ZWINT/PSRC1/RAD50/KNTC1/RAN/MIEF1/TTN/GDAP1/XRCC3/SIRT7/MAD2L1BP/TACC3/MARCHF5/CHMP1B/SLF2/FANCD2/PPP2R2A/MTFR1/SPIRE2/KIF20B/EME1/NCAPG2/MSH3/PPP2CA/AKAP8/PKMYT1/KIF18A/RANBP1/PRMT5/CHEK2/RAD54L/CNEP1R1/CDC27/VRK1/PLK1/AP3B1/NSFL1C/KNSTRN/NME6/FIGNL1/RAB11A/SLF1/ACTR3/STAT2/RAD54B/KIF22/APC/RGCC/AGO4/CDC14B/EDN3/HECW2/MIEF2/PDGFRB/CYP26B1/TNKS/EPS8/LIF/CDC14A/NEK9/L3MBTL1/INSR/CAV2/ATM/CLASP2/ANAPC5/TPR/EML4/C11orf80/ZCWPW1/PRKCA/HSPA2/DNM3/SEC16B/UBR2/ATRX/PDS5B/ARHGEF10/CCDC8/LPIN1/DCN/SYCP3/DHODH/CDK13/PDE3A/PEX11A/HNRNPU/NUMA1/PLCB1/PRKCB/MAPT/EGF/PPARGC1A/BTC",196
"18","Psoriasis","GO:0045444","fat cell differentiation","101/5313","221/18862",1.83344051094189e-08,6.44556197402239e-06,4.66079877255229e-06,"WWTR1/PPARD/LRG1/DIO2/STEAP4/NR4A3/MAPK14/WNT5A/ERO1A/MIR21/NOCT/SORT1/BMP7/SOCS1/ALOXE3/FBXO9/SULT1E1/CREB1/PLAC8/BNIP3/NIPBL/BBS7/METRNL/ZFP36/ANKRD26/PTGS2/TRIB2/ZBTB7B/ASXL1/PIM1/YAP1/CCDC71L/CDS1/STK4/MKKS/IL6/CEBPA/ALDH6A1/NUDT7/TCF7L2/SAV1/AACS/TGFB1I1/RORA/ZADH2/BBS4/ADGRF5/INSIG1/SENP2/RARRES2/CCND1/C1QTNF3/ERAP1/OSBPL8/GATA2/CLIP3/HES1/SFRP1/TFAP2B/FERMT2/DUSP10/BBS2/WDFY2/GATA3/ZFP36L1/PDGFRA/ADIRF/PNPLA3/RUNX1T1/NAPEPLD/NR1D1/TRIO/TPH1/PEX11A/SOX13/FABP3/HNRNPU/PLCB1/AAMDC/ENPP1/ZFPM2/LMO3/SIX1/PRDM16/FABP4/ADRB2/EBF2/FOXO1/FRZB/PPARG/XBP1/INHBB/LPL/SOX8/RORC/ADIPOQ/PPARGC1A/ADRB1/LEP/ZBTB16/WIF1",101
"19","Psoriasis","GO:0006260","DNA replication","122/5313","280/18862",2.09171451995379e-08,6.96651025382504e-06,5.03749751702999e-06,"RRM2/CCNA2/CDK1/BLM/CHEK1/CCNE1/PDS5A/BRIP1/E2F7/CDT1/DTL/MCM5/EREG/RBBP6/POLE2/FAM111B/EXO1/MCM10/GINS2/POLQ/WAPL/E2F8/SAMHD1/FBXO5/GINS3/HUS1/TNFAIP1/CDC45/CCNE2/MAP2K4/PRIM1/EME2/TIMELESS/RAD1/GINS1/ATG7/GEN1/PNKP/CDC6/MCM2/RMI2/CLSPN/WDHD1/RAD51/FEN1/POLE4/DBF4/POLB/ORC5/CDC42/MCM4/MCM6/MCMBP/LIG4/RAD50/RNASEH2A/DNA2/TICRR/TIPIN/GTPBP4/DDX21/SIRT7/KIN/RRM1/DBF4B/RPAIN/EME1/PIF1/BRCA1/ORC6/MSH3/RFC4/WRNIP1/PPP2CA/RFC5/RFC3/ALYREF/ESCO2/MCM9/TOP1/CHEK2/ATR/CDC7/CTC1/CHTF18/SSBP1/RECQL4/ZPR1/CHAF1A/REV1/CDC34/CHAF1B/NASP/PCNA/PURA/RRM2B/KAT5/NFIX/ACVRL1/NUCKS1/CDK9/ATM/TSPYL2/SRPK2/TBRG1/EGFR/POLK/SENP2/ZNF365/ZBTB38/POLI/ATRX/NFIB/NFIA/NFIC/RBBP4/DACH1/GLI2/BARD1/REV3L/EGF/BCAR3",122
"20","Psoriasis","GO:0042493","response to drug","149/5313","359/18862",3.04386526029623e-08,9.29642537628706e-06,6.72226380842369e-06,"ARG1/FOSL1/AIM2/LRP8/CYP2C18/CCNB1/REN/IL1B/GPLD1/LYN/PNP/ABCD3/CENPF/ADAM10/UGT1A1/HMGCS1/TMEM30A/HMOX1/CYP2E1/CCNO/LCK/GGH/CTPS1/CDH3/SLAMF8/ABCC1/PTGR1/TLR3/SS18/TDO2/MAP2K6/SRR/PRKAA1/TYMS/RAD51/CREB1/SLC1A1/MYC/FECH/ARRB1/GCLM/NME1/RAP2A/ALDH3A1/SMPD1/ICAM1/CDKN1A/UMPS/ITGA3/FOSB/DNMT3B/ATG5/CAD/CXCR4/BAK1/NUDT15/CYBB/TOP1/CHEK2/ATR/RAD54L/TFRC/PHB/NCKAP1L/REST/OXCT1/RPN2/RAD54B/PPM1F/SLC22A3/PTPRM/RPH3AL/FZD3/NOS1/PAM/ATP8B1/TXNIP/MEF2C/CYP3A4/NPAS2/ABCC3/FOS/PDE4A/CYP2U1/CDK9/INHBA/AACS/FYN/TBXA2R/NFATC2/ARL6IP5/SLC46A1/EGFR/MAP1B/PTCH1/CCND1/TGFB2/CAT/NPFF/GNAS/LOX/APOD/SFRP1/TFAP2B/CYP1A2/SLC6A2/SLC8A1/GATA3/FZD1/STAR/BCHE/OGG1/PPP1R12A/CTNNB1/ADIRF/CYP1A1/PPOX/PRKAA2/PRKAR2B/DHODH/RAP1A/PDE3A/GRIN2A/HSD11B2/SORD/SOX10/BCL2/ACACB/CPT1A/FABP3/PTN/LGALS1/THBS1/MGST1/EMX2/FBP1/SEMA3C/USP47/TIMP4/PPARG/ACTC1/GATA6/LPL/CYP2J2/GAL/ADIPOQ/PPARGC1A/ADRA1A/BCAR3",149
"21","Psoriasis","GO:0007088","regulation of mitotic nuclear division","58/5313","109/18862",3.08509691690942e-08,9.29642537628706e-06,6.72226380842369e-06,"DLGAP5/MKI67/CCNB1/TTK/NDC80/AURKA/CHEK1/IL1B/TRIP13/BUB1/BUB1B/CDT1/CENPF/SMPD3/EREG/NEK2/TGFA/ESPL1/BMP7/CD28/FBXO5/BORA/NUSAP1/AURKB/CDC20/RCC1/GEN1/MAD2L1/BUB3/ZNF207/ANAPC7/CDC42/SPDL1/PHIP/ZWINT/KNTC1/XRCC3/MAD2L1BP/KIF20B/PKMYT1/PRMT5/CDC27/PLK1/NME6/APC/RGCC/EDN3/PDGFRB/L3MBTL1/INSR/CAV2/ATM/ANAPC5/TPR/CCDC8/CDK13/EGF/BTC",58
"22","Psoriasis","GO:0022604","regulation of cell morphogenesis","130/5313","305/18862",3.60985469383934e-08,1.03832547739161e-05,7.50815232254526e-06,"LRP8/GBP1/WNT5A/MYO10/SLC23A2/MIR21/P2RY1/F11R/EPHA4/CDC42EP5/P4HB/LARP4/CDC42SE1/CAMSAP1/SMURF1/CDC42SE2/RHOG/ITSN2/WDR1/RHOF/CCL2/RASAL1/CDC42EP1/FGD3/BAIAP2/RAC2/DNM1L/MPL/C15orf62/PDZD8/ACTR2/STRIP2/RHOD/SEMA4A/DNM2/VEGFA/CDC42/CORO1A/PHIP/PDPN/FGR/FBLIM1/ZMYM6/ICAM1/EZR/CXCR4/HCK/SEMA4D/CCL7/CORO1B/CFDP1/S100A13/KALRN/RND3/FMNL3/CAPRIN1/PRPF40A/ZRANB1/PRKDC/FGD6/TAOK2/CDKL5/COCH/AGO4/TRIOBP/ARHGEF7/PLXNC1/FN1/PLXNA4/PARVA/LPAR1/FGD5/EPS8/DHX36/MFSD2A/ARMCX5-GPRASP2/DLC1/SYNE3/FZD4/FYN/FBLN1/FGD4/TPM1/EFNA5/PAK3/PARVB/PALMD/RHOBTB1/ITGA7/MYO9A/FAM171A1/MKLN1/DMTN/RHOC/RHOB/SH3D19/ATP10A/ARHGAP18/CD44/NEDD9/DOCK1/MYH10/MAP3K13/KIT/FERMT2/SYT17/GAS2/SHROOM3/MYADM/BAMBI/PALM/RHOJ/NEDD4L/POSTN/BRWD3/SH3KBP1/PLXNA2/PTN/DBN1/MACF1/RELN/MELTF/SPAG9/PTK2/RHOBTB3/SEPTIN7/MYH14/MYOC/SEMA3E/CUX2",130
"23","Psoriasis","GO:0034341","response to interferon-gamma","91/5313","197/18862",4.9008735504358e-08,1.34837947074599e-05,9.75015895823544e-06,"OASL/KYNU/CCL20/OAS1/ARG1/OAS2/OAS3/STAT1/GBP1/SYNCRIP/IRF7/WNT5A/PARP9/PTAFR/IL12RB1/IRF1/CCL18/CYP27B1/IL12B/CCL22/CASP1/RAB7B/TLR2/GBP6/CCL8/TRIM62/GBP5/CD47/TRIM38/SP100/TLR3/SOCS1/CCL3L3/CCL2/SOCS3/CCL5/PML/NMI/TRIM22/ACTR2/IRF9/TRIM21/IRF8/MID1/GBP3/UBD/PTPN2/CDC42/CD58/GCH1/TRIM5/PARP14/PDE12/VAMP3/ICAM1/HLA-DPA1/IFI30/LGALS9/WAS/IFNGR1/TRIM25/SIRPA/HCK/CCL7/CIITA/STXBP4/GBP4/KIF5B/CCL4/CCL19/AIF1/BST2/IFITM2/CXCL16/ACTR3/IFITM1/TRIM26/SNCA/MYO1C/VIM/GSN/DAPK1/CCL23/CALCOCO2/CD44/STAR/CLDN1/NCAM1/HLA-DQB2/NR1H3/PPARG",91
"24","Psoriasis","GO:0007015","actin filament organization","174/5313","435/18862",5.1232855528436e-08,1.35083962409976e-05,9.76794837640839e-06,"FCHSD1/JMY/TJP1/MYO1B/ID1/SHROOM2/GMFB/DIAPH3/MIR21/SPIRE1/POF1B/MYO5A/NEB/F11R/CDC42EP5/PLEK/GPR65/MYO6/CD47/TMOD3/TNFAIP1/PYCARD/FHDC1/RHOG/PAK1/EPHA1/GAS7/WDR1/RHOF/NF2/CDC42EP1/BAIAP2/RAC2/PAK2/CTTN/PPARGC1B/KPTN/C15orf62/ACTR2/NCK1/TRIM27/MSRB1/RHOD/PPFIA1/MYO5B/MYO19/MYO1E/PAWR/CDC42/CORO1A/ARRB1/ARHGAP28/GBA2/COTL1/ARFGEF1/ICAM1/ARHGAP25/MPRIP/EZR/FER/TTN/WAS/ENAH/AVIL/ARPC5L/NEBL/HCLS1/FSCN1/SPIRE2/HCK/TPM4/CORO1B/STMN1/SPTBN2/MICALL2/LIMCH1/RND3/ARF6/AIF1/TWF1/NCKAP1L/SSH3/MKKS/LCP1/ACTR3/MICAL2/PPM1F/RGCC/TRIOBP/TPM2/KANK3/BIN1/LPAR1/MYO1C/ESAM/TAC1/EPS8/RUFY3/S1PR1/IQGAP2/DLC1/TTC17/GSN/MICAL3/SORBS2/CLASP2/TPM1/AIF1L/PAK3/TENM1/PHLDB2/RHOBTB1/SLIT2/FAM171A1/DMTN/RHOC/SHROOM4/RHOB/DSTN/PFN2/ZBED3/CFL2/ARHGAP18/NEDD9/FAM107A/SYNPO2/ACTA1/SPTBN1/SFRP1/SVIL/ARHGEF10/RICTOR/FERMT2/MYO5C/ELN/TMSB15B/TF/MSRB2/SDC4/GAS2/SHROOM3/MYADM/TGFBR1/SORBS1/CALD1/HIP1/DPYSL3/SH3KBP1/FHOD3/WASF2/PIK3R1/PLEKHH2/ITGB5/ARHGEF15/COBL/CAPZA3/BCL2/DBN1/RAPGEF3/GDPD2/LIMA1/ARHGAP6/RHOBTB3/ADD3/PPP1R9A/LMOD1/ESPN/ACTC1/CORO2B/SPTAN1/FCHSD2/ANG/MYOC/SCIN",174
"25","Psoriasis","GO:0022407","regulation of cell-cell adhesion","174/5313","437/18862",7.44169896464103e-08,1.88364284192994e-05,1.36206591154924e-05,"VNN1/PRKCQ/CD274/ARG1/FUT3/CD24/CTLA4/CXCL13/IL36B/TJP1/MIR146A/ZDHHC21/NR4A3/MAPK14/IL1B/WNT5A/ARG2/PTAFR/IL12RB1/LYN/IRF1/IL4R/SELE/PNP/IL7R/CDSN/CD83/NOD2/RC3H1/LILRB2/IL12B/MIR21/SLC7A1/MALT1/RC3H2/ICOS/F11R/LCK/PTPN22/BMP7/CITED2/IL1RN/CD28/ADAM8/TNFRSF21/SIRPG/PLAUR/CD47/SASH3/MAPK7/ITGA4/PYCARD/PAK1/PAG1/SOCS1/JAK3/CCL2/NF2/CCL5/PRKAR1A/PAK2/IDO1/NCK1/HSPH1/NFKBID/ADAM19/PTPRC/PTPN11/MAP3K8/PAWR/VEGFA/PTPN2/CDC42/CORO1A/ALOX12/NFKBIZ/SYK/SELP/PDPN/IRAK1/CD6/IL15/ZC3H8/SCRIB/ICAM1/HLA-DPA1/CD86/TWSG1/GTPBP4/PLA2G2F/LGALS9/MINK1/ZBTB7B/DUSP3/SIRPA/CCR2/UBASH3B/MARCHF7/AP3D1/HAVCR2/RASAL3/CCDC88B/KLRC4-KLRK1/EPB41L5/SFTPD/CSK/TFRC/AP3B1/CCL19/CD209/AIF1/NCKAP1L/PTPN23/DOCK8/FLOT2/IL6/THY1/PPM1F/RGCC/GPNMB/SOX4/EFNB3/LGALS3/MAP2K5/LRRC32/PODXL/WNK1/RUNX3/IL6ST/FYN/GNRH1/PLPP3/EFNA5/FOXA1/PAK3/CD9/ZNF703/PPARA/PRKCA/DMTN/CD44/HES1/NDFIP1/DUSP10/MAGI1/GATA3/SDC4/MYADM/NFAT5/PRKG1/ZDHHC2/CCL28/MEGF10/PIK3R1/CEACAM1/CEACAM6/VTCN1/GPAM/METTL3/GLI2/CAV1/ANK3/SOX13/GCNT2/PCK1/LGALS1/EPHA7/PTK2/MBP/XBP1/EPCAM/ADIPOQ/LEP/ZBTB16",174
"26","Psoriasis","GO:0051258","protein polymerization","125/5313","294/18862",7.77069934819203e-08,1.8912686721292e-05,1.3675801646393e-05,"FCHSD1/JMY/MX1/GMFB/DIAPH3/MX2/TPX2/CDK5R1/SPIRE1/TUBG1/NAV3/MAP2/OCLN/CDC42EP5/UBE2C/FBXO5/TMOD3/MAPRE1/TUBG2/CAMSAP1/PYCARD/CSNK1D/PAK1/GAS7/CDC42EP1/BAIAP2/RANBP9/DNM1L/CTTN/C15orf62/ACTR2/NCK1/TRIM27/MSRB1/MID1IP1/ZNF207/DNM2/CORO1A/ARHGAP28/GBA2/NDE1/COTL1/ARFGEF1/PSRC1/CAMSAP2/ICAM1/FER/WAS/CKAP5/AVIL/ARPC5L/HCLS1/SPIRE2/UBE2K/HCK/CORO1B/STMN1/TUBGCP4/SPTBN2/MICALL2/NIN/ARF6/AIF1/TWF1/NCKAP1L/SSH3/MKKS/SLAIN2/ACTR3/TRIOBP/MECP2/KANK3/MIEF2/TUBB4A/BIN1/SNCA/MYO1C/ESAM/MAPRE3/EPS8/IQGAP2/GPX4/TTC17/GSN/CLASP2/PAK3/TENM1/SLIT2/MAP1B/DMTN/DNM3/TPPP/PFN2/CAMSAP3/ARHGAP18/CLIP3/FAM107A/SPTBN1/SVIL/RICTOR/ELN/TMSB15B/MSRB2/MYADM/EML2/STMN2/FHOD3/WASF2/FGF13/AKAP9/COBL/CAPZA3/TPPP3/NUMA1/DBN1/ARHGAP6/ADD3/PPP1R9A/LMOD1/MAPT/SPTAN1/FCHSD2/ANG/CASQ2/SCIN",125
"27","Psoriasis","GO:0045862","positive regulation of proteolysis","150/5313","367/18862",8.76551665728557e-08,2.05437738545567e-05,1.48552440191892e-05,"SERPINB3/S100A9/XDH/CLEC7A/AIM2/NLRP2/AURKA/STAT3/SOX7/IL1B/GPLD1/BTRC/AKIRIN2/LYN/MIR21/CASP1/MALT1/PSME3/BID/F12/EPHA4/LCK/PMAIP1/CSNK1E/PRSS22/ADAM8/BOK/HSPBP1/S100A8/TANK/FBXO22/SMURF1/BCL2L13/PYCARD/CDC20/CSNK1A1/CSNK1D/CFLAR/DDA1/ARIH2/RNF144B/ATXN3/CTSC/PML/DDX3X/VCP/EGLN3/CTSD/RNF19B/GRN/ARIH1/RNF217/SH3RF2/ADAM9/TNFRSF10A/ENO1/PRELID1/PLK3/SLC1A1/MYC/ALOX12/GSK3B/ARRB1/PDCD5/BBS7/SYK/ADRM1/CLPX/PSMC4/PDCD6/PLGRKT/IFI16/ANTXR1/CASP10/LGALS9/TRIB2/TNFSF10/FBXW11/BAK1/CYCS/TNFSF15/BAX/PDCD2/RHBDD1/PLK1/PICALM/MAP3K5/FAM162A/UBQLN1/REST/TRADD/BCL2L10/PSMD10/CIDEB/PLK2/HTRA2/TIMM17A/CEBPA/TNFRSF1B/PPM1F/SNX33/WDR35/RGN/FN1/USP13/RNF14/SNCA/DLC1/APOE/ECSCR/ZYG11B/CAPN3/GSN/FYN/FBLN1/BAG2/CLU/NUPR1/ACVR1C/ANKIB1/RNF180/DAB2/ASPH/DAPK1/ARL6IP5/IST1/SH3D19/SART3/PSMC2/ADRA2A/NRDC/FBXW7/DET1/F2R/HIP1/GRIN2A/F3/APH1B/CAV1/CCBE1/MELTF/UACA/PTK2/MBP/PCOLCE2/ATP2A3/PPARG/P2RX1/MAPT/EGF",150
"28","Psoriasis","GO:1903829","positive regulation of cellular protein localization","125/5313","295/18862",9.77711893401411e-08,2.20962887908719e-05,1.59778706790073e-05,"GZMB/WWTR1/EPHB2/CDK1/NDC80/MAPK14/ABCA12/PARP9/TM9SF4/FZD5/CDT1/CDK5R1/CEMIP/BID/MTCL1/SESN2/ECT2/TFDP1/PRKCH/ABHD17C/PMAIP1/EPHA2/ATG13/CNST/RHOG/PAK1/ARIH2/RAC2/TP63/CARD10/MAPK1/PRKAA1/YWHAZ/GSK3B/NIPBL/PDCD5/DTX3L/SFN/NMT1/LIMK2/RAN/EZR/UBE2D3/MIEF1/PIK3R2/ITGA3/HCLS1/GPSM2/UBE2J2/USP36/NPEPPS/YAP1/MICALL2/UBE2L3/TYROBP/BAG3/KIF5B/ITGAM/CCT5/TFRC/PLK1/ARF6/STX3/ZPR1/CENPQ/YWHAQ/RAB11A/MEPCE/ABHD17A/CCT2/HTRA2/ZDHHC5/APC/SNX33/AP2B1/ORMDL3/SQSTM1/MIEF2/LARP7/LGALS3/MYO1C/ITGB1/SLC5A3/LIF/FYN/HSPA1L/EPB41L2/PPP3CC/TPR/TFDP2/EGFR/PTPN9/EPHA3/LRP1/ACSL3/CLIP3/GPD1L/STAC/SPTBN1/TCAF1/SORL1/FERMT2/LEPROT/MGAT3/FBXW7/SORBS1/ZDHHC2/PRKAA2/LRP4/PIK3R1/ANK3/BCL2/PTN/NUMA1/ABLIM3/MAP1A/STAC2/CHP2/AGR2/MAPT/PDZK1/RTN4/EGF/LEP/ERBB4",125
"29","Psoriasis","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","107/5313","244/18862",1.01408740756074e-07,2.21280866036014e-05,1.60008637410764e-05,"S100A12/TNIP3/LTF/STAT1/IL1B/WNT5A/BTRC/MID2/IKBKE/TRIM14/NLRX1/NOD2/CASP1/MALT1/HMOX1/TRIM62/ECT2/BIRC3/UBE2N/TANK/TRIM38/PYCARD/CFLAR/TLR3/TRIM59/CD36/MYD88/TRIM22/CARD16/TRIM21/TRIM27/IFIT5/REL/TNIP2/TFG/UBD/NLRC3/MIB2/IRAK1/TRIM5/TMEM9B/NDFIP2/ALPK1/MAP3K7/SLC44A2/DDX21/CASP10/LGALS9/BRD4/TNFSF10/TICAM1/TRIM25/RIOK3/GOLT1B/S100A13/TNFAIP3/TRAF1/CANT1/TFRC/ZDHHC13/LTBR/CCL19/HDAC1/IKBKG/BST2/TRADD/PLK2/TRAF3IP2/CC2D1A/RBCK1/TAB2/TRAF3/MTDH/ZMYND11/S100A4/SQSTM1/VAPA/EDA/LPAR1/DHX36/TRIM13/CAPN3/FYN/WLS/RORA/TRIM52/RHOC/TLE1/AKAP13/ROR1/S100B/GPRC5B/NDFIP1/OTUD7B/ANGPT1/PPM1A/MAP3K3/F2R/PRKD1/NR1D1/ASH1L/EDAR/LGALS1/PELI2/PRKCB/PLEKHG5/ADIPOQ",107
"30","Psoriasis","GO:0043087","regulation of GTPase activity","190/5313","487/18862",1.09159370589172e-07,2.29534503769857e-05,1.65976859386448e-05,"CCL20/RGS20/RGS1/CXCL13/ADAP2/DEPDC1B/CPEB2/USP6NL/TBC1D12/DOCK9/WNT5A/ACAP2/GRHL3/DEPDC1/CCL18/SLC27A4/MIR21/CCL22/DENND1A/CCL8/IQGAP3/ECT2/EIF5/F11R/EPHA4/SIPA1L1/RASGRP1/EPHA2/GPR65/BCR/SNX13/TBC1D20/CDC42SE1/PROM2/RANGAP1/RALGAPB/PYCARD/RHOG/EPHA1/ASAP1/CCL3L3/RGS18/CCL2/RASAL1/RABEP2/CCL5/FGD3/STXBP5/ADCYAP1/DNM1L/ARHGAP9/RGS12/GAPVD1/TAGAP/GMIP/MAP4K4/SEC23B/ARHGAP11A/VPS9D1/ELMOD2/GSK3B/ARRB1/ARHGAP28/RASIP1/AGAP3/ARFGEF1/NPRL3/RASAL2/SCRIB/ICAM1/ARHGAP25/EIF2S1/AGFG1/GPSM1/RAP1GDS1/ARHGAP32/TMED2/ACAP3/DOCK2/TBC1D10B/TBC1D7/ACAP1/SEMA4D/CCL7/RASAL3/PREB/STMN1/SIPA1L2/KLRC4-KLRK1/GNB5/RANBP1/SOS1/KALRN/CCL4/ARHGAP27/ARRB2/CHN1/ARHGAP45/CCL19/PICALM/NCKAP1L/SMAP1/DOCK8/MKKS/FGD6/RALGAPA2/RGS14/CDKL5/CHM/THY1/TBC1D2/ARHGAP30/DYNLT1/ARHGEF7/PLXNC1/RGN/SRGAP1/PLXNA4/NTRK3/CHN2/RABGAP1L/ITGB1/RALGAPA1/FGD5/SBF2/S1PR1/IQGAP2/DLC1/WNK1/ARHGAP24/CAV2/SH3BP4/TBC1D16/GIT2/FGD4/NTF3/RAPGEF6/EFNA5/CCL23/ARHGAP26/TBC1D22B/ARHGAP29/MYO9A/SLIT2/EPHA3/EVI5/ARHGAP31/ARHGEF26/SRGAP2/RASA3/ARHGAP18/NEDD9/DOCK1/DOCK11/ALDH1A1/AGAP1/GARNL3/STARD13/SFRP1/ARHGEF10/RICTOR/FERMT2/RGPD2/TBC1D15/TBC1D1/F2R/PRKG1/AGAP11/TBC1D24/RAP1A/ARHGEF15/SPRY2/ARHGEF12/DOCK4/MAPRE2/PLXNA2/TBC1D5/RAPGEF3/FAM13A/PLCB1/AGFG2/PTK2/ARHGAP6/AGAP9/NTRK2/TBC1D8/SGSM1/ADRB1/ARHGAP20/BCAR3",190
